# t[days] u g r i z y J H K
1.22449 -13.974 -15.478 -16.044 -15.863 -15.315 -14.665 -13.579 -13.257 -13.266 
1.42857 -13.974 -15.478 -16.044 -15.863 -15.315 -14.665 -13.579 -13.361 -13.276 
1.63265 -13.659 -15.313 -15.880 -15.697 -15.126 -14.597 -13.556 -13.487 -13.489 
1.83673 -13.407 -15.131 -15.733 -15.497 -14.985 -14.461 -13.517 -13.500 -13.536 
2.04082 -13.175 -14.971 -15.584 -15.393 -14.831 -14.367 -13.517 -13.500 -13.554 
2.24490 -12.882 -14.783 -15.401 -15.219 -14.702 -14.168 -13.517 -13.523 -13.561 
2.44898 -12.618 -14.631 -15.269 -15.091 -14.570 -14.136 -13.456 -13.523 -13.689 
2.65306 -12.389 -14.461 -15.123 -14.960 -14.510 -14.106 -13.419 -13.619 -13.789 
2.85714 -12.102 -14.287 -14.997 -14.869 -14.477 -14.016 -13.419 -13.682 -13.806 
3.06122 -11.841 -14.112 -14.860 -14.757 -14.341 -13.890 -13.521 -13.682 -13.848 
3.26531 -11.560 -13.936 -14.741 -14.660 -14.247 -13.885 -13.521 -13.731 -13.848 
3.46939 -11.242 -13.749 -14.578 -14.554 -14.155 -13.857 -13.509 -13.779 -13.880 
3.67347 -10.954 -13.552 -14.442 -14.439 -14.094 -13.746 -13.506 -13.806 -13.890 
3.87755 -10.713 -13.351 -14.306 -14.324 -14.067 -13.699 -13.429 -13.800 -13.947 
4.08163 -10.419 -13.184 -14.130 -14.239 -13.998 -13.673 -13.425 -13.806 -14.000 
4.28571 -10.096 -12.944 -13.977 -14.089 -13.812 -13.575 -13.425 -13.862 -14.030 
4.48980 -9.867 -12.710 -13.860 -13.988 -13.794 -13.520 -13.425 -13.862 -14.079 
4.69388 -9.496 -12.525 -13.666 -13.872 -13.694 -13.488 -13.356 -13.840 -14.079 
4.89796 -9.322 -12.267 -13.474 -13.742 -13.559 -13.332 -13.323 -13.817 -14.069 
5.10204 -9.029 -12.060 -13.288 -13.570 -13.484 -13.201 -13.241 -13.812 -14.069 
5.30612 -8.783 -11.817 -13.101 -13.443 -13.286 -13.117 -13.238 -13.740 -14.090 
5.51020 -8.385 -11.586 -12.886 -13.269 -13.157 -13.060 -13.145 -13.747 -14.090 
5.71429 -8.054 -11.332 -12.718 -13.109 -13.028 -12.937 -13.128 -13.739 -14.032 
5.91837 -7.742 -11.112 -12.500 -12.966 -12.942 -12.811 -13.016 -13.656 -14.028 
