# t[days] Lbol[erg/s]
1.22449 1.07518e+42
1.42857 1.07518e+42
1.63265 9.70421e+41
1.83673 8.73652e+41
2.04082 7.82126e+41
2.24490 6.93924e+41
2.44898 6.22128e+41
2.65306 5.57238e+41
2.85714 4.99075e+41
3.06122 4.55571e+41
3.26531 4.10247e+41
3.46939 3.72688e+41
3.67347 3.43405e+41
3.87755 3.10275e+41
4.08163 2.88618e+41
4.28571 2.66063e+41
4.48980 2.46376e+41
4.69388 2.27166e+41
4.89796 2.12088e+41
5.10204 1.98028e+41
5.30612 1.82150e+41
5.51020 1.69774e+41
5.71429 1.56813e+41
5.91837 1.48614e+41
