# t[days] Lbol[erg/s]
1.22449 8.33433e+41
1.42857 8.33433e+41
1.63265 7.52608e+41
1.83673 6.63944e+41
2.04082 5.88531e+41
2.24490 5.28333e+41
2.44898 4.72479e+41
2.65306 4.20406e+41
2.85714 3.80129e+41
3.06122 3.45211e+41
3.26531 3.12001e+41
3.46939 2.87087e+41
3.67347 2.61465e+41
3.87755 2.38340e+41
4.08163 2.20285e+41
4.28571 2.03226e+41
4.48980 1.88192e+41
4.69388 1.75087e+41
4.89796 1.61255e+41
5.10204 1.49083e+41
5.30612 1.38966e+41
5.51020 1.29818e+41
5.71429 1.21283e+41
5.91837 1.12614e+41
