# t[days] u g r i z y J H K
1.22449 -15.867 -16.858 -17.083 -16.775 -16.207 -15.748 -14.654 -14.238 -13.541 
1.42857 -15.867 -16.858 -17.169 -17.067 -16.728 -16.311 -15.231 -14.607 -14.240 
1.63265 -15.702 -16.811 -17.169 -17.151 -16.923 -16.584 -15.509 -15.185 -14.885 
1.83673 -15.415 -16.589 -17.048 -17.151 -16.986 -16.675 -15.716 -15.270 -14.885 
2.04082 -15.109 -16.364 -16.888 -17.056 -16.986 -16.675 -15.716 -15.301 -14.869 
2.24490 -14.888 -16.219 -16.825 -17.051 -16.932 -16.612 -15.709 -15.301 -14.694 
2.44898 -14.804 -16.136 -16.752 -16.977 -16.900 -16.490 -15.556 -15.238 -14.739 
2.65306 -14.704 -16.057 -16.733 -16.959 -16.884 -16.448 -15.509 -15.185 -14.739 
2.85714 -14.537 -15.962 -16.634 -16.909 -16.814 -16.377 -15.471 -15.115 -14.739 
3.06122 -14.475 -15.871 -16.587 -16.881 -16.696 -16.265 -15.389 -15.074 -14.752 
3.26531 -14.266 -15.797 -16.512 -16.823 -16.669 -16.187 -15.301 -15.018 -14.752 
3.46939 -14.198 -15.709 -16.478 -16.769 -16.588 -16.078 -15.158 -14.881 -14.752 
3.67347 -14.087 -15.600 -16.393 -16.688 -16.478 -15.948 -15.109 -14.858 -14.577 
3.87755 -13.905 -15.492 -16.296 -16.633 -16.415 -15.895 -15.085 -14.844 -14.572 
4.08163 -13.810 -15.438 -16.263 -16.548 -16.291 -15.726 -14.936 -14.711 -14.572 
4.28571 -13.645 -15.280 -16.164 -16.434 -16.216 -15.691 -14.829 -14.696 -14.488 
4.48980 -13.489 -15.200 -16.078 -16.365 -16.080 -15.522 -14.756 -14.591 -14.438 
4.69388 -13.369 -15.142 -15.999 -16.296 -16.002 -15.453 -14.714 -14.545 -14.414 
4.89796 -13.156 -14.989 -15.926 -16.188 -15.917 -15.411 -14.701 -14.537 -14.391 
5.10204 -13.024 -14.886 -15.837 -16.107 -15.844 -15.301 -14.619 -14.456 -14.377 
5.30612 -12.946 -14.771 -15.723 -15.996 -15.723 -15.110 -14.520 -14.402 -14.323 
5.51020 -12.732 -14.663 -15.653 -15.930 -15.622 -15.097 -14.478 -14.349 -14.274 
5.71429 -12.607 -14.570 -15.576 -15.826 -15.539 -14.965 -14.370 -14.306 -14.257 
5.91837 -12.368 -14.499 -15.510 -15.768 -15.469 -14.889 -14.361 -14.237 -14.184 
