# t[days] u g r i z y J H K
1.22449 -14.869 -16.531 -17.274 -17.407 -17.067 -16.621 -15.802 -15.214 -14.960 
1.42857 -14.869 -16.531 -17.274 -17.407 -17.067 -16.621 -15.802 -15.214 -14.960 
1.63265 -14.675 -16.455 -17.253 -17.326 -16.975 -16.528 -15.508 -15.201 -15.095 
1.83673 -14.448 -16.372 -17.150 -17.226 -16.896 -16.366 -15.483 -15.201 -15.085 
2.04082 -14.275 -16.276 -17.083 -17.156 -16.772 -16.330 -15.429 -15.232 -15.085 
2.24490 -14.087 -16.122 -16.967 -17.046 -16.607 -16.155 -15.416 -15.232 -15.085 
2.44898 -13.813 -15.984 -16.858 -16.926 -16.536 -16.049 -15.359 -15.194 -15.115 
2.65306 -13.605 -15.827 -16.708 -16.791 -16.428 -16.020 -15.359 -15.194 -15.229 
2.85714 -13.333 -15.679 -16.594 -16.683 -16.330 -15.919 -15.355 -15.217 -15.234 
3.06122 -13.062 -15.540 -16.452 -16.579 -16.204 -15.803 -15.215 -15.219 -15.287 
3.26531 -12.828 -15.360 -16.347 -16.458 -16.131 -15.722 -15.210 -15.271 -15.263 
3.46939 -12.533 -15.188 -16.202 -16.341 -16.013 -15.640 -15.164 -15.219 -15.287 
3.67347 -12.241 -15.007 -16.060 -16.215 -15.932 -15.628 -15.109 -15.265 -15.389 
3.87755 -11.884 -14.846 -15.930 -16.120 -15.810 -15.485 -15.064 -15.259 -15.414 
4.08163 -11.706 -14.645 -15.809 -15.989 -15.737 -15.440 -15.065 -15.265 -15.389 
4.28571 -11.261 -14.505 -15.650 -15.861 -15.637 -15.350 -15.056 -15.305 -15.432 
4.48980 -11.127 -14.286 -15.508 -15.750 -15.564 -15.299 -15.013 -15.305 -15.421 
4.69388 -10.713 -14.120 -15.396 -15.650 -15.422 -15.179 -14.983 -15.272 -15.444 
4.89796 -10.574 -13.882 -15.228 -15.517 -15.316 -15.068 -14.907 -15.224 -15.444 
5.10204 -10.246 -13.665 -15.058 -15.401 -15.227 -15.049 -14.863 -15.213 -15.455 
5.30612 -9.804 -13.427 -14.878 -15.260 -15.130 -14.926 -14.833 -15.198 -15.455 
5.51020 -9.482 -13.267 -14.727 -15.128 -15.036 -14.908 -14.778 -15.162 -15.392 
5.71429 -9.327 -13.057 -14.556 -14.985 -14.933 -14.739 -14.671 -15.141 -15.392 
5.91837 -9.008 -12.837 -14.386 -14.862 -14.747 -14.646 -14.627 -15.083 -15.392 
