# t[days] Lbol[erg/s]
1.22449 6.76109e+41
1.42857 6.76109e+41
1.63265 5.84244e+41
1.83673 5.11479e+41
2.04082 4.44338e+41
2.24490 3.91949e+41
2.44898 3.44835e+41
2.65306 3.06564e+41
2.85714 2.81196e+41
3.06122 2.53262e+41
3.26531 2.25367e+41
3.46939 2.07930e+41
3.67347 1.90394e+41
3.87755 1.77090e+41
4.08163 1.61332e+41
4.28571 1.50936e+41
4.48980 1.37442e+41
4.69388 1.28254e+41
4.89796 1.17861e+41
5.10204 1.09483e+41
5.30612 1.01494e+41
5.51020 9.45696e+40
5.71429 8.87669e+40
5.91837 8.30975e+40
