# t[days] Lbol[erg/s]
1.22449 4.73292e+41
1.42857 4.73292e+41
1.63265 4.24417e+41
1.83673 3.76388e+41
2.04082 3.34162e+41
2.24490 2.97740e+41
2.44898 2.64314e+41
2.65306 2.31727e+41
2.85714 2.04746e+41
3.06122 1.85205e+41
3.26531 1.65691e+41
3.46939 1.50596e+41
3.67347 1.35806e+41
3.87755 1.24101e+41
4.08163 1.14312e+41
4.28571 1.04647e+41
4.48980 9.62885e+40
4.69388 8.99010e+40
4.89796 8.19235e+40
5.10204 7.66321e+40
5.30612 7.13598e+40
5.51020 6.62132e+40
5.71429 6.21806e+40
5.91837 5.86035e+40
