# t[days] Lbol[erg/s]
1.22449 1.39940e+40
1.42857 1.39940e+40
1.63265 1.19863e+40
1.83673 1.04034e+40
2.04082 9.12298e+39
2.24490 8.12524e+39
2.44898 7.23919e+39
2.65306 6.44802e+39
2.85714 5.80984e+39
3.06122 5.19921e+39
3.26531 4.77720e+39
3.46939 4.34982e+39
3.67347 3.97490e+39
3.87755 3.62906e+39
4.08163 3.32768e+39
4.28571 2.99083e+39
4.48980 2.80089e+39
4.69388 2.56927e+39
4.89796 2.36822e+39
5.10204 2.16402e+39
5.30612 1.99575e+39
5.51020 1.86988e+39
5.71429 1.71086e+39
5.91837 1.58716e+39
