# t[days] Lbol[erg/s]
1.22449 1.26157e+42
1.42857 1.26157e+42
1.63265 1.15212e+42
1.83673 1.05143e+42
2.04082 9.53040e+41
2.24490 8.63427e+41
2.44898 7.74020e+41
2.65306 6.88349e+41
2.85714 6.23083e+41
3.06122 5.65531e+41
3.26531 5.16198e+41
3.46939 4.62520e+41
3.67347 4.25973e+41
3.87755 3.91571e+41
4.08163 3.60241e+41
4.28571 3.29812e+41
4.48980 3.05016e+41
4.69388 2.79450e+41
4.89796 2.60889e+41
5.10204 2.39399e+41
5.30612 2.26585e+41
5.51020 2.09134e+41
5.71429 1.94657e+41
5.91837 1.81771e+41
