# t[days] Lbol[erg/s]
1.22449 1.24961e+42
1.42857 1.24961e+42
1.63265 1.13892e+42
1.83673 9.88604e+41
2.04082 9.00548e+41
2.24490 8.35167e+41
2.44898 7.75269e+41
2.65306 7.28173e+41
2.85714 6.67206e+41
3.06122 6.30099e+41
3.26531 5.63301e+41
3.46939 5.25732e+41
3.67347 4.73720e+41
3.87755 4.31201e+41
4.08163 3.93123e+41
4.28571 3.59979e+41
4.48980 3.32631e+41
4.69388 2.99905e+41
4.89796 2.81851e+41
5.10204 2.53692e+41
5.30612 2.34904e+41
5.51020 2.18063e+41
5.71429 2.02817e+41
5.91837 1.87991e+41
