# t[days] Lbol[erg/s]
1.22449 1.54599e+41
1.42857 1.54599e+41
1.63265 1.29367e+41
1.83673 1.12220e+41
2.04082 1.00144e+41
2.24490 8.71185e+40
2.44898 7.93341e+40
2.65306 7.07216e+40
2.85714 6.42875e+40
3.06122 5.87401e+40
3.26531 5.39418e+40
3.46939 4.90271e+40
3.67347 4.42615e+40
3.87755 4.09289e+40
4.08163 3.74381e+40
4.28571 3.45729e+40
4.48980 3.21822e+40
4.69388 2.95016e+40
4.89796 2.75825e+40
5.10204 2.55502e+40
5.30612 2.40137e+40
5.51020 2.22734e+40
5.71429 2.09244e+40
5.91837 1.94071e+40
