# t[days] Lbol[erg/s]
1.22449 1.09329e+42
1.42857 1.09329e+42
1.63265 9.94341e+41
1.83673 8.87179e+41
2.04082 8.02672e+41
2.24490 7.13739e+41
2.44898 6.40706e+41
2.65306 5.78568e+41
2.85714 5.10160e+41
3.06122 4.67254e+41
3.26531 4.25068e+41
3.46939 3.83113e+41
3.67347 3.51197e+41
3.87755 3.24159e+41
4.08163 2.94937e+41
4.28571 2.66806e+41
4.48980 2.50817e+41
4.69388 2.31791e+41
4.89796 2.14691e+41
5.10204 2.00435e+41
5.30612 1.85886e+41
5.51020 1.70497e+41
5.71429 1.62723e+41
5.91837 1.48839e+41
