# t[days] Lbol[erg/s]
1.22449 1.39124e+40
1.42857 1.39124e+40
1.63265 1.24011e+40
1.83673 1.02277e+40
2.04082 9.36723e+39
2.24490 7.81656e+39
2.44898 7.73928e+39
2.65306 6.47864e+39
2.85714 5.50427e+39
3.06122 5.32887e+39
3.26531 4.75504e+39
3.46939 4.48646e+39
3.67347 3.84501e+39
3.87755 3.73596e+39
4.08163 3.36011e+39
4.28571 2.89770e+39
4.48980 2.89608e+39
4.69388 2.51267e+39
4.89796 2.43334e+39
5.10204 2.12354e+39
5.30612 1.92775e+39
5.51020 1.83379e+39
5.71429 1.73913e+39
5.91837 1.60021e+39
