# t[days] Lbol[erg/s]
1.22449 1.43384e+40
1.42857 1.43384e+40
1.63265 1.23637e+40
1.83673 1.09079e+40
2.04082 9.47757e+39
2.24490 8.31041e+39
2.44898 7.61451e+39
2.65306 6.77611e+39
2.85714 6.02342e+39
3.06122 5.51593e+39
3.26531 4.99379e+39
3.46939 4.63106e+39
3.67347 4.20076e+39
3.87755 3.78263e+39
4.08163 3.46211e+39
4.28571 3.22390e+39
4.48980 2.97329e+39
4.69388 2.72326e+39
4.89796 2.51282e+39
5.10204 2.36417e+39
5.30612 2.13951e+39
5.51020 1.99797e+39
5.71429 1.83642e+39
5.91837 1.70695e+39
