# t[days] Lbol[erg/s]
1.22449 1.32374e+42
1.42857 1.32374e+42
1.63265 1.23570e+42
1.83673 1.15853e+42
2.04082 1.08572e+42
2.24490 9.81327e+41
2.44898 9.22632e+41
2.65306 8.35080e+41
2.85714 7.47094e+41
3.06122 6.88469e+41
3.26531 6.31052e+41
3.46939 5.81698e+41
3.67347 5.19023e+41
3.87755 4.83695e+41
4.08163 4.45582e+41
4.28571 3.97382e+41
4.48980 3.82786e+41
4.69388 3.46750e+41
4.89796 3.25747e+41
5.10204 2.94631e+41
5.30612 2.75124e+41
5.51020 2.62237e+41
5.71429 2.45019e+41
5.91837 2.27198e+41
