# t[days] u g r i z y J H K
1.22449 -14.195 -15.420 -15.838 -15.734 -15.352 -15.322 -14.475 -14.087 -13.435 
1.42857 -14.195 -15.420 -15.928 -15.896 -15.608 -15.645 -14.932 -14.111 -13.538 
1.63265 -14.004 -15.330 -15.928 -15.896 -15.767 -15.773 -15.247 -14.353 -14.092 
1.83673 -13.884 -15.218 -15.833 -15.821 -15.767 -15.773 -15.247 -14.353 -14.111 
2.04082 -13.730 -15.148 -15.727 -15.764 -15.706 -15.686 -15.176 -14.353 -14.111 
2.24490 -13.627 -15.035 -15.626 -15.617 -15.647 -15.615 -15.145 -14.344 -14.035 
2.44898 -13.429 -14.914 -15.503 -15.528 -15.541 -15.615 -15.069 -14.318 -13.939 
2.65306 -13.336 -14.883 -15.402 -15.456 -15.480 -15.522 -14.905 -14.252 -13.939 
2.85714 -13.221 -14.795 -15.353 -15.356 -15.446 -15.458 -14.805 -14.252 -13.939 
3.06122 -13.083 -14.681 -15.246 -15.315 -15.397 -15.442 -14.734 -14.176 -13.896 
3.26531 -12.900 -14.569 -15.114 -15.238 -15.313 -15.384 -14.701 -14.090 -13.828 
3.46939 -12.716 -14.468 -15.070 -15.180 -15.222 -15.235 -14.577 -14.087 -13.797 
3.67347 -12.627 -14.341 -14.935 -15.086 -15.190 -15.188 -14.483 -14.011 -13.773 
3.87755 -12.439 -14.257 -14.878 -14.995 -15.088 -15.055 -14.416 -13.925 -13.702 
4.08163 -12.274 -14.155 -14.775 -14.899 -15.019 -14.993 -14.341 -13.843 -13.690 
4.28571 -12.147 -14.055 -14.698 -14.844 -14.938 -14.959 -14.262 -13.820 -13.690 
4.48980 -11.999 -13.956 -14.611 -14.770 -14.863 -14.862 -14.203 -13.843 -13.625 
4.69388 -11.839 -13.836 -14.530 -14.686 -14.821 -14.806 -14.143 -13.821 -13.627 
4.89796 -11.651 -13.733 -14.433 -14.579 -14.714 -14.694 -14.118 -13.821 -13.625 
5.10204 -11.483 -13.608 -14.329 -14.543 -14.685 -14.638 -14.028 -13.748 -13.605 
5.30612 -11.351 -13.501 -14.249 -14.436 -14.638 -14.590 -14.014 -13.723 -13.605 
5.51020 -11.169 -13.379 -14.166 -14.362 -14.555 -14.548 -13.931 -13.632 -13.588 
5.71429 -11.057 -13.320 -14.068 -14.348 -14.495 -14.472 -13.900 -13.622 -13.558 
5.91837 -10.871 -13.213 -13.984 -14.280 -14.410 -14.428 -13.885 -13.575 -13.535 
