# t[days] Lbol[erg/s]
1.22449 1.39300e+42
1.42857 1.39300e+42
1.63265 1.31830e+42
1.83673 1.20950e+42
2.04082 1.10118e+42
2.24490 9.83365e+41
2.44898 9.07464e+41
2.65306 8.06898e+41
2.85714 7.19112e+41
3.06122 6.70358e+41
3.26531 5.99991e+41
3.46939 5.52907e+41
3.67347 4.98069e+41
3.87755 4.63852e+41
4.08163 4.25300e+41
4.28571 3.82400e+41
4.48980 3.67552e+41
4.69388 3.29212e+41
4.89796 3.15930e+41
5.10204 2.83153e+41
5.30612 2.60920e+41
5.51020 2.46990e+41
5.71429 2.28602e+41
5.91837 2.16666e+41
