# t[days] Lbol[erg/s]
1.22449 1.08564e+42
1.42857 1.08564e+42
1.63265 1.02716e+42
1.83673 9.33391e+41
2.04082 8.58435e+41
2.24490 7.75628e+41
2.44898 7.20220e+41
2.65306 6.33836e+41
2.85714 5.83943e+41
3.06122 5.26832e+41
3.26531 4.91336e+41
3.46939 4.42560e+41
3.67347 3.99914e+41
3.87755 3.82242e+41
4.08163 3.49348e+41
4.28571 3.06742e+41
4.48980 3.04115e+41
4.69388 2.70659e+41
4.89796 2.57057e+41
5.10204 2.30097e+41
5.30612 2.16796e+41
5.51020 2.08722e+41
5.71429 1.87170e+41
5.91837 1.79015e+41
