# t[days] u g r i z y J H K
1.22449 -10.905 -11.729 -11.696 -11.460 -11.162 -10.805 -10.217 -10.081 -10.175 
1.42857 -10.905 -11.729 -11.696 -11.460 -11.190 -10.829 -10.373 -10.171 -10.417 
1.63265 -10.636 -11.571 -11.631 -11.424 -11.162 -10.850 -10.373 -10.375 -10.497 
1.83673 -10.325 -11.432 -11.543 -11.333 -11.115 -10.850 -10.405 -10.489 -10.517 
2.04082 -9.964 -11.239 -11.419 -11.198 -11.015 -10.864 -10.424 -10.573 -10.605 
2.24490 -9.687 -11.033 -11.291 -11.165 -10.988 -10.827 -10.551 -10.676 -10.783 
2.44898 -9.257 -10.845 -11.202 -11.128 -10.960 -10.834 -10.562 -10.699 -10.878 
2.65306 -8.912 -10.623 -11.059 -11.001 -10.865 -10.774 -10.563 -10.761 -10.926 
2.85714 -8.496 -10.386 -10.919 -10.886 -10.836 -10.697 -10.563 -10.843 -10.979 
3.06122 -8.016 -10.092 -10.739 -10.813 -10.730 -10.688 -10.556 -10.843 -11.006 
3.26531 -7.661 -9.795 -10.552 -10.692 -10.593 -10.634 -10.545 -10.824 -11.014 
3.46939 -7.186 -9.532 -10.360 -10.569 -10.546 -10.576 -10.469 -10.815 -11.087 
3.67347 -6.860 -9.223 -10.183 -10.425 -10.474 -10.439 -10.411 -10.776 -11.087 
3.87755 -6.456 -8.931 -9.966 -10.274 -10.343 -10.313 -10.354 -10.774 -11.101 
4.08163 -5.861 -8.634 -9.731 -10.122 -10.218 -10.144 -10.289 -10.714 -11.070 
4.28571 -5.521 -8.342 -9.549 -9.923 -10.052 -10.119 -10.159 -10.713 -11.066 
4.48980 -5.222 -8.029 -9.247 -9.713 -9.891 -9.965 -10.001 -10.622 -11.055 
4.69388 -4.840 -7.818 -9.010 -9.541 -9.656 -9.752 -9.941 -10.556 -10.976 
4.89796 -4.371 -7.459 -8.784 -9.321 -9.583 -9.614 -9.756 -10.484 -10.968 
5.10204 -4.134 -7.017 -8.521 -9.154 -9.382 -9.451 -9.736 -10.408 -10.894 
5.30612 -3.894 -6.672 -8.302 -8.865 -9.148 -9.226 -9.575 -10.300 -10.837 
5.51020 -3.604 -6.526 -7.993 -8.679 -8.990 -9.204 -9.556 -10.241 -10.800 
5.71429 -3.273 -6.149 -7.760 -8.389 -8.738 -8.939 -9.269 -10.136 -10.732 
5.91837 -2.196 -5.899 -7.432 -8.167 -8.508 -8.571 -9.159 -10.029 -10.698 
