# t[days] u g r i z y J H K
1.22449 -14.945 -16.433 -17.131 -17.251 -16.990 -16.656 -15.743 -15.187 -14.739 
1.42857 -14.945 -16.433 -17.131 -17.251 -16.990 -16.656 -15.743 -15.197 -14.880 
1.63265 -14.752 -16.352 -17.086 -17.214 -16.956 -16.580 -15.661 -15.197 -14.929 
1.83673 -14.603 -16.293 -17.057 -17.199 -16.904 -16.522 -15.604 -15.192 -14.929 
2.04082 -14.455 -16.226 -16.984 -17.103 -16.784 -16.397 -15.410 -15.179 -14.908 
2.24490 -14.275 -16.085 -16.903 -17.044 -16.756 -16.300 -15.384 -15.074 -14.883 
2.44898 -14.041 -15.988 -16.812 -16.935 -16.606 -16.222 -15.313 -15.074 -14.883 
2.65306 -13.903 -15.890 -16.740 -16.836 -16.533 -16.109 -15.232 -15.032 -14.946 
2.85714 -13.705 -15.739 -16.639 -16.724 -16.397 -16.033 -15.150 -15.032 -14.948 
3.06122 -13.482 -15.629 -16.536 -16.643 -16.279 -15.957 -15.121 -14.930 -14.977 
3.26531 -13.284 -15.528 -16.427 -16.510 -16.209 -15.828 -15.060 -14.920 -15.006 
3.46939 -13.080 -15.403 -16.316 -16.427 -16.119 -15.706 -15.052 -14.930 -15.006 
3.67347 -12.906 -15.248 -16.195 -16.321 -16.038 -15.632 -15.039 -14.906 -14.993 
3.87755 -12.756 -15.097 -16.091 -16.218 -15.909 -15.558 -14.919 -14.910 -14.929 
4.08163 -12.486 -14.951 -15.974 -16.112 -15.804 -15.517 -14.909 -14.865 -14.929 
4.28571 -12.234 -14.819 -15.860 -16.006 -15.716 -15.377 -14.896 -14.896 -14.929 
4.48980 -12.041 -14.668 -15.751 -15.937 -15.651 -15.328 -14.811 -14.896 -14.933 
4.69388 -11.871 -14.571 -15.634 -15.820 -15.534 -15.266 -14.787 -14.896 -14.937 
4.89796 -11.649 -14.415 -15.531 -15.722 -15.442 -15.195 -14.741 -14.874 -14.937 
5.10204 -11.431 -14.250 -15.405 -15.628 -15.432 -15.155 -14.678 -14.874 -14.984 
5.30612 -11.215 -14.101 -15.275 -15.531 -15.347 -15.033 -14.678 -14.874 -14.984 
5.51020 -10.975 -13.921 -15.160 -15.406 -15.202 -15.004 -14.645 -14.873 -14.974 
5.71429 -10.736 -13.782 -15.056 -15.326 -15.112 -14.928 -14.629 -14.838 -14.974 
5.91837 -10.422 -13.609 -14.916 -15.223 -15.030 -14.843 -14.562 -14.791 -14.974 
