# t[days] Lbol[erg/s]
1.22449 1.40712e+42
1.42857 1.40712e+42
1.63265 1.31075e+42
1.83673 1.21444e+42
2.04082 1.11371e+42
2.24490 9.92565e+41
2.44898 9.15874e+41
2.65306 8.08661e+41
2.85714 7.37404e+41
3.06122 6.70575e+41
3.26531 6.11392e+41
3.46939 5.50074e+41
3.67347 5.02846e+41
3.87755 4.63130e+41
4.08163 4.28144e+41
4.28571 3.90750e+41
4.48980 3.64690e+41
4.69388 3.37042e+41
4.89796 3.08834e+41
5.10204 2.86435e+41
5.30612 2.64139e+41
5.51020 2.48383e+41
5.71429 2.29963e+41
5.91837 2.13975e+41
