# t[days] u g r i z y J H K
1.22449 -14.681 -16.368 -17.143 -17.196 -16.864 -16.376 -15.475 -15.028 -14.640 
1.42857 -14.681 -16.368 -17.143 -17.196 -16.864 -16.376 -15.475 -15.028 -14.664 
1.63265 -14.587 -16.295 -17.040 -17.128 -16.793 -16.286 -15.354 -15.018 -14.871 
1.83673 -14.379 -16.181 -16.990 -17.010 -16.628 -16.209 -15.340 -15.018 -14.903 
2.04082 -14.196 -16.070 -16.868 -16.904 -16.526 -16.107 -15.188 -15.091 -14.987 
2.24490 -14.012 -15.949 -16.764 -16.811 -16.392 -15.967 -15.151 -15.091 -15.013 
2.44898 -13.671 -15.788 -16.613 -16.690 -16.324 -15.909 -15.148 -15.091 -15.046 
2.65306 -13.461 -15.642 -16.498 -16.548 -16.225 -15.780 -15.114 -15.061 -15.079 
2.85714 -13.173 -15.501 -16.359 -16.419 -16.100 -15.723 -15.071 -15.091 -15.090 
3.06122 -12.899 -15.309 -16.246 -16.325 -16.036 -15.654 -15.071 -15.075 -15.120 
3.26531 -12.593 -15.162 -16.114 -16.194 -15.907 -15.618 -15.028 -15.146 -15.148 
3.46939 -12.318 -14.984 -15.966 -16.096 -15.845 -15.503 -14.989 -15.146 -15.299 
3.67347 -12.033 -14.771 -15.836 -15.935 -15.710 -15.419 -14.986 -15.163 -15.299 
3.87755 -11.740 -14.583 -15.657 -15.843 -15.605 -15.339 -14.935 -15.163 -15.334 
4.08163 -11.417 -14.398 -15.529 -15.768 -15.505 -15.263 -14.926 -15.122 -15.317 
4.28571 -11.015 -14.227 -15.382 -15.597 -15.444 -15.166 -14.885 -15.110 -15.326 
4.48980 -10.730 -14.011 -15.217 -15.495 -15.318 -15.095 -14.863 -15.122 -15.326 
4.69388 -10.450 -13.792 -15.087 -15.382 -15.205 -15.042 -14.782 -15.103 -15.339 
4.89796 -10.080 -13.573 -14.892 -15.219 -15.112 -14.896 -14.727 -15.124 -15.339 
5.10204 -9.785 -13.367 -14.766 -15.121 -15.046 -14.831 -14.699 -15.096 -15.334 
5.30612 -9.406 -13.109 -14.594 -14.973 -14.903 -14.796 -14.682 -15.041 -15.334 
5.51020 -9.012 -12.937 -14.390 -14.848 -14.822 -14.677 -14.571 -15.041 -15.332 
5.71429 -8.738 -12.661 -14.224 -14.692 -14.655 -14.552 -14.529 -15.041 -15.332 
5.91837 -8.421 -12.448 -14.045 -14.528 -14.509 -14.428 -14.448 -14.970 -15.250 
