# t[days] Lbol[erg/s]
1.22449 1.39796e+42
1.42857 1.39796e+42
1.63265 1.31440e+42
1.83673 1.21041e+42
2.04082 1.10366e+42
2.24490 9.91204e+41
2.44898 9.02640e+41
2.65306 8.09798e+41
2.85714 7.28300e+41
3.06122 6.73459e+41
3.26531 6.03635e+41
3.46939 5.46935e+41
3.67347 5.02396e+41
3.87755 4.59781e+41
4.08163 4.25846e+41
4.28571 3.91441e+41
4.48980 3.61779e+41
4.69388 3.33102e+41
4.89796 3.09960e+41
5.10204 2.87196e+41
5.30612 2.64350e+41
5.51020 2.47671e+41
5.71429 2.27271e+41
5.91837 2.14520e+41
