# t[days] Lbol[erg/s]
1.22449 1.16232e+42
1.42857 1.16232e+42
1.63265 1.10606e+42
1.83673 1.00853e+42
2.04082 9.19399e+41
2.24490 8.31810e+41
2.44898 7.54422e+41
2.65306 6.78943e+41
2.85714 6.13094e+41
3.06122 5.61010e+41
3.26531 5.12809e+41
3.46939 4.62243e+41
3.67347 4.21532e+41
3.87755 3.87340e+41
4.08163 3.61058e+41
4.28571 3.27544e+41
4.48980 3.06247e+41
4.69388 2.84871e+41
4.89796 2.59487e+41
5.10204 2.38968e+41
5.30612 2.21482e+41
5.51020 2.07570e+41
5.71429 1.99556e+41
5.91837 1.82051e+41
