# t[days] u g r i z y J H K
1.22449 -9.141 -11.297 -11.951 -11.889 -11.528 -11.171 -11.060 -11.477 -11.646 
1.42857 -9.141 -11.297 -11.951 -11.889 -11.528 -11.171 -11.064 -11.595 -11.881 
1.63265 -8.363 -10.723 -11.541 -11.634 -11.317 -11.088 -11.065 -11.756 -12.014 
1.83673 -7.632 -10.096 -11.100 -11.313 -11.124 -10.874 -11.065 -11.756 -12.176 
2.04082 -6.853 -9.417 -10.561 -10.908 -10.776 -10.611 -11.029 -11.701 -12.200 
2.24490 -6.235 -8.799 -10.067 -10.377 -10.392 -10.312 -10.699 -11.593 -12.176 
2.44898 -4.816 -8.131 -9.536 -9.961 -10.040 -9.964 -10.525 -11.441 -12.084 
2.65306 -4.576 -7.618 -8.919 -9.440 -9.585 -9.531 -10.214 -11.380 -11.970 
2.85714 -4.044 -6.957 -8.382 -9.049 -9.141 -9.164 -9.909 -11.139 -11.887 
3.06122 -3.986 -6.491 -7.797 -8.541 -8.678 -8.679 -9.712 -10.893 -11.792 
3.26531 -2.242 -5.771 -7.254 -8.039 -8.428 -8.395 -9.320 -10.811 -11.611 
3.46939 -1.631 -5.172 -6.854 -7.485 -7.807 -8.016 -9.105 -10.581 -11.457 
3.67347 -1.631 -4.993 -6.398 -7.266 -7.455 -7.546 -8.839 -10.267 -11.252 
3.87755 -0.315 -4.488 -5.936 -6.590 -7.087 -7.027 -8.432 -10.000 -11.094 
4.08163 2.906 -3.944 -5.719 -6.064 -6.454 -6.642 -8.106 -9.858 -10.960 
4.28571 4.296 -3.565 -4.916 -5.815 -6.136 -6.180 -7.924 -9.589 -10.837 
4.48980 5.687 -3.176 -4.485 -5.651 -5.908 -5.622 -7.594 -9.403 -10.606 
4.69388 7.077 -2.436 -4.161 -5.507 -5.426 -5.378 -7.410 -9.188 -10.494 
4.89796 8.467 -2.319 -3.948 -4.668 -5.102 -5.299 -6.948 -8.935 -10.275 
5.10204 9.857 -0.158 -3.932 -4.097 -4.642 -4.921 -6.836 -8.724 -10.127 
5.30612 11.247 -0.158 -3.932 -4.097 -4.477 -4.885 -6.477 -8.527 -9.884 
5.51020 12.637 -0.080 -3.095 -4.014 -3.797 -3.967 -6.449 -8.184 -9.715 
5.71429 14.027 -0.080 -2.827 -3.500 -3.695 -3.902 -5.971 -7.826 -9.579 
5.91837 14.027 0.000 -2.264 -3.172 -3.348 -3.187 -5.593 -7.789 -9.304 
