# t[days] u g r i z y J H K
1.22449 -14.596 -15.873 -16.471 -16.549 -16.157 -15.439 -14.378 -14.080 -13.597 
1.42857 -14.596 -15.873 -16.471 -16.549 -16.157 -15.439 -14.378 -14.080 -13.635 
1.63265 -14.387 -15.777 -16.418 -16.453 -15.957 -15.311 -14.296 -13.879 -13.635 
1.83673 -14.194 -15.660 -16.323 -16.342 -15.843 -15.080 -14.124 -13.830 -13.606 
2.04082 -13.994 -15.517 -16.237 -16.174 -15.683 -15.011 -13.990 -13.834 -13.606 
2.24490 -13.726 -15.398 -16.105 -16.076 -15.533 -14.799 -13.898 -13.790 -13.771 
2.44898 -13.512 -15.264 -15.988 -15.948 -15.343 -14.724 -13.896 -13.732 -13.771 
2.65306 -13.341 -15.122 -15.875 -15.827 -15.264 -14.627 -13.786 -13.732 -13.721 
2.85714 -13.118 -14.962 -15.725 -15.665 -15.143 -14.501 -13.718 -13.765 -13.721 
3.06122 -12.885 -14.854 -15.628 -15.557 -15.007 -14.371 -13.707 -13.765 -13.701 
3.26531 -12.669 -14.685 -15.516 -15.447 -14.937 -14.325 -13.682 -13.760 -13.776 
3.46939 -12.514 -14.568 -15.397 -15.339 -14.834 -14.150 -13.637 -13.760 -13.776 
3.67347 -12.275 -14.411 -15.287 -15.244 -14.691 -14.117 -13.603 -13.772 -13.824 
3.87755 -12.090 -14.273 -15.153 -15.141 -14.649 -14.072 -13.603 -13.772 -13.897 
4.08163 -11.854 -14.186 -15.063 -15.038 -14.611 -14.043 -13.603 -13.741 -13.897 
4.28571 -11.663 -13.990 -14.932 -14.928 -14.481 -13.948 -13.532 -13.741 -13.867 
4.48980 -11.532 -13.902 -14.832 -14.861 -14.364 -13.860 -13.521 -13.726 -13.867 
4.69388 -11.217 -13.753 -14.728 -14.733 -14.359 -13.826 -13.512 -13.788 -13.923 
4.89796 -11.084 -13.653 -14.616 -14.676 -14.287 -13.821 -13.496 -13.800 -13.923 
5.10204 -10.906 -13.446 -14.470 -14.578 -14.197 -13.740 -13.484 -13.800 -13.913 
5.30612 -10.661 -13.317 -14.363 -14.456 -14.056 -13.652 -13.422 -13.800 -13.913 
5.51020 -10.384 -13.163 -14.235 -14.366 -14.052 -13.644 -13.422 -13.823 -13.984 
5.71429 -10.214 -13.040 -14.146 -14.294 -14.004 -13.644 -13.397 -13.823 -13.984 
5.91837 -10.207 -12.891 -14.025 -14.190 -13.902 -13.542 -13.397 -13.765 -13.965 
