# t[days] Lbol[erg/s]
1.22449 4.49370e+41
1.42857 4.49370e+41
1.63265 3.93087e+41
1.83673 3.39114e+41
2.04082 2.97040e+41
2.24490 2.55456e+41
2.44898 2.28539e+41
2.65306 2.01554e+41
2.85714 1.80005e+41
3.06122 1.61058e+41
3.26531 1.46946e+41
3.46939 1.35530e+41
3.67347 1.23398e+41
3.87755 1.13912e+41
4.08163 1.04625e+41
4.28571 9.61000e+40
4.48980 8.93694e+40
4.69388 8.31185e+40
4.89796 7.71635e+40
5.10204 7.17560e+40
5.30612 6.62102e+40
5.51020 6.14544e+40
5.71429 5.79693e+40
5.91837 5.38226e+40
