# t[days] Lbol[erg/s]
1.22449 6.74395e+41
1.42857 6.74395e+41
1.63265 5.84145e+41
1.83673 5.12778e+41
2.04082 4.45796e+41
2.24490 3.89333e+41
2.44898 3.47472e+41
2.65306 3.08763e+41
2.85714 2.80877e+41
3.06122 2.52192e+41
3.26531 2.26316e+41
3.46939 2.09484e+41
3.67347 1.89941e+41
3.87755 1.76085e+41
4.08163 1.60872e+41
4.28571 1.49850e+41
4.48980 1.38682e+41
4.69388 1.27064e+41
4.89796 1.18864e+41
5.10204 1.09500e+41
5.30612 1.01799e+41
5.51020 9.27356e+40
5.71429 8.94337e+40
5.91837 8.28950e+40
