# t[days] Lbol[erg/s]
1.22449 1.02411e+42
1.42857 1.02411e+42
1.63265 9.47899e+41
1.83673 8.81015e+41
2.04082 8.13596e+41
2.24490 7.47001e+41
2.44898 6.86491e+41
2.65306 6.23134e+41
2.85714 5.66972e+41
3.06122 5.14416e+41
3.26531 4.64373e+41
3.46939 4.23854e+41
3.67347 3.87539e+41
3.87755 3.50752e+41
4.08163 3.18524e+41
4.28571 2.95889e+41
4.48980 2.70147e+41
4.69388 2.51902e+41
4.89796 2.33397e+41
5.10204 2.17325e+41
5.30612 2.02861e+41
5.51020 1.87304e+41
5.71429 1.73899e+41
5.91837 1.62396e+41
