# t[days] Lbol[erg/s]
1.22449 1.34239e+42
1.42857 1.34239e+42
1.63265 1.26726e+42
1.83673 1.19208e+42
2.04082 1.09970e+42
2.24490 1.00801e+42
2.44898 9.30681e+41
2.65306 8.51706e+41
2.85714 7.70172e+41
3.06122 7.02131e+41
3.26531 6.47774e+41
3.46939 5.92227e+41
3.67347 5.38096e+41
3.87755 4.90538e+41
4.08163 4.52219e+41
4.28571 4.10274e+41
4.48980 3.78504e+41
4.69388 3.54307e+41
4.89796 3.28492e+41
5.10204 3.04220e+41
5.30612 2.78910e+41
5.51020 2.62554e+41
5.71429 2.40173e+41
5.91837 2.24060e+41
