# t[days] Lbol[erg/s]
0.51724 1.85491e+41
1.03448 6.19879e+41
1.55172 6.19879e+41
2.06897 3.53019e+41
2.58621 1.61132e+41
3.10345 8.88546e+40
3.62069 6.31144e+40
4.13793 5.02969e+40
4.65517 4.25150e+40
5.17241 3.50663e+40
5.68966 3.25802e+40
6.20690 2.67632e+40
6.72414 2.35306e+40
7.24138 2.02624e+40
7.75862 1.73725e+40
8.27586 1.53639e+40
8.79310 1.34127e+40
9.31034 1.12249e+40
9.82759 9.82297e+39
10.34483 8.59612e+39
10.86207 7.52250e+39
11.37931 6.58297e+39
11.89655 5.76078e+39
12.41379 5.04129e+39
12.93103 4.41165e+39
13.44828 3.86065e+39
13.96552 3.37847e+39
14.48276 2.95652e+39
15.00000 2.58726e+39
