# t[days] Lbol[erg/s]
0.51724 6.93892e+41
1.03448 1.48441e+42
1.55172 1.48441e+42
2.06897 1.15706e+42
2.58621 8.66861e+41
3.10345 6.33305e+41
3.62069 4.60620e+41
4.13793 3.39524e+41
4.65517 2.50540e+41
5.17241 1.90830e+41
5.68966 1.44836e+41
6.20690 1.14300e+41
6.72414 9.23389e+40
7.24138 7.55473e+40
7.75862 6.27325e+40
8.27586 5.36885e+40
8.79310 4.55893e+40
9.31034 3.97867e+40
9.82759 3.43913e+40
10.34483 2.97276e+40
10.86207 2.56964e+40
11.37931 2.22118e+40
11.89655 1.91997e+40
12.41379 1.65961e+40
12.93103 1.43455e+40
13.44828 1.24002e+40
13.96552 1.07186e+40
14.48276 9.26510e+39
15.00000 8.00869e+39
