# t[days] Lbol[erg/s]
0.51724 2.39453e+41
1.03448 7.04685e+41
1.55172 7.04685e+41
2.06897 6.30689e+41
2.58621 4.40622e+41
3.10345 2.37326e+41
3.62069 1.17438e+41
4.13793 6.10847e+40
4.65517 3.25394e+40
5.17241 1.99300e+40
5.68966 1.36970e+40
6.20690 9.18991e+39
6.72414 7.81293e+39
7.24138 6.39364e+39
7.75862 4.72528e+39
8.27586 3.57202e+39
8.79310 3.05537e+39
9.31034 2.38006e+39
9.82759 2.04073e+39
10.34483 1.74978e+39
10.86207 1.50030e+39
11.37931 1.28640e+39
11.89655 1.10299e+39
12.41379 9.45735e+38
12.93103 8.10898e+38
13.44828 6.95286e+38
13.96552 5.96156e+38
14.48276 5.11160e+38
15.00000 4.38282e+38
