# t[days] u g r i z y J H K
0.51724 -15.244 -15.637 -15.790 -15.678 -15.463 -15.382 -14.778 -14.552 -14.009 
1.03448 -15.244 -16.342 -17.146 -17.234 -17.092 -16.944 -16.720 -16.304 -15.776 
1.55172 -14.752 -16.342 -17.146 -17.234 -17.092 -17.110 -17.073 -16.897 -16.509 
2.06897 -14.058 -15.894 -16.734 -17.029 -17.081 -17.110 -17.073 -16.897 -16.602 
2.58621 -13.193 -15.291 -16.207 -16.525 -16.655 -16.739 -16.837 -16.719 -16.602 
3.10345 -12.369 -14.676 -15.570 -15.922 -16.115 -16.289 -16.456 -16.498 -16.413 
3.62069 -11.439 -13.985 -14.947 -15.269 -15.530 -15.720 -16.020 -16.231 -16.173 
4.13793 -10.568 -13.364 -14.323 -14.681 -14.903 -15.154 -15.555 -15.863 -15.960 
4.65517 -9.658 -12.703 -13.766 -14.040 -14.375 -14.600 -15.108 -15.532 -15.697 
5.17241 -8.592 -12.080 -13.234 -13.619 -13.849 -14.163 -14.748 -15.249 -15.498 
5.68966 -7.565 -11.338 -12.666 -13.124 -13.377 -13.628 -14.358 -14.911 -15.286 
6.20690 -6.524 -10.699 -12.189 -12.619 -12.939 -13.166 -13.966 -14.677 -15.102 
6.72414 -5.432 -10.042 -11.593 -12.130 -12.500 -12.802 -13.594 -14.408 -14.876 
7.24138 -4.791 -9.255 -11.102 -11.799 -12.146 -12.432 -13.265 -14.152 -14.697 
7.75862 -4.183 -8.730 -10.550 -11.255 -11.707 -12.067 -12.914 -13.879 -14.501 
8.27586 -3.170 -8.140 -10.035 -10.916 -11.359 -11.731 -12.629 -13.719 -14.315 
8.79310 -2.359 -7.536 -9.625 -10.510 -10.935 -11.253 -12.298 -13.421 -14.111 
9.31034 1.471 -7.203 -9.070 -10.088 -10.499 -10.918 -12.016 -13.176 -13.940 
9.82759 2.851 -6.204 -8.490 -9.608 -10.177 -10.617 -11.595 -12.942 -13.761 
10.34483 4.232 -5.861 -8.090 -9.209 -9.684 -10.030 -11.383 -12.640 -13.602 
10.86207 5.612 -5.425 -7.706 -8.952 -9.365 -9.810 -11.127 -12.458 -13.426 
11.37931 6.993 -4.808 -7.518 -8.403 -8.906 -9.411 -10.708 -12.163 -13.162 
11.89655 8.374 -4.309 -7.053 -8.032 -8.546 -8.944 -10.461 -11.948 -13.006 
12.41379 9.754 -3.831 -6.314 -7.707 -8.027 -8.454 -10.103 -11.666 -12.733 
12.93103 11.135 -3.593 -6.184 -7.381 -7.790 -8.365 -9.814 -11.254 -12.541 
13.44828 12.515 -3.203 -5.697 -7.168 -7.518 -7.786 -9.534 -11.046 -12.226 
13.96552 13.896 -3.040 -5.691 -6.546 -7.084 -7.326 -9.271 -10.772 -12.039 
14.48276 15.277 -2.611 -5.313 -6.136 -6.992 -7.279 -8.832 -10.396 -11.731 
15.00000 15.277 -1.614 -3.798 -5.739 -6.356 -6.814 -8.198 -10.058 -11.398 
