# t[days] Lbol[erg/s]
0.51724 5.28423e+41
1.03448 9.45029e+41
1.55172 9.45029e+41
2.06897 5.42223e+41
2.58621 2.84582e+41
3.10345 1.47754e+41
3.62069 7.48617e+40
4.13793 3.88720e+40
4.65517 2.32263e+40
5.17241 1.63478e+40
5.68966 1.01646e+40
6.20690 8.03411e+39
6.72414 5.80757e+39
7.24138 5.02653e+39
7.75862 4.85635e+39
8.27586 3.87628e+39
8.79310 3.83949e+39
9.31034 2.68162e+39
9.82759 1.99281e+39
10.34483 1.48093e+39
10.86207 1.10053e+39
11.37931 8.17847e+38
11.89655 6.07772e+38
12.41379 4.51658e+38
12.93103 3.35644e+38
13.44828 2.49429e+38
13.96552 1.85360e+38
14.48276 1.37748e+38
15.00000 1.02366e+38
