# t[days] u g r i z y J H K
0.51724 -14.594 -15.368 -15.633 -15.505 -15.285 -15.044 -14.426 -13.870 -13.882 
1.03448 -14.594 -15.368 -16.115 -16.140 -15.776 -15.428 -15.146 -15.105 -14.838 
1.55172 -13.584 -15.310 -16.115 -16.140 -15.776 -15.428 -15.146 -15.105 -14.838 
2.06897 -12.685 -14.654 -15.473 -15.382 -15.030 -14.597 -14.364 -14.633 -14.794 
2.58621 -11.724 -13.947 -14.770 -14.712 -14.246 -13.900 -13.612 -13.993 -14.320 
3.10345 -10.780 -13.271 -14.172 -14.125 -13.721 -13.321 -12.996 -13.424 -13.802 
3.62069 -9.852 -12.650 -13.632 -13.712 -13.325 -13.001 -12.719 -13.202 -13.488 
4.13793 -8.943 -12.010 -13.128 -13.287 -13.029 -12.750 -12.576 -13.012 -13.310 
4.65517 -8.082 -11.379 -12.611 -12.901 -12.698 -12.421 -12.391 -12.915 -13.291 
5.17241 -7.052 -10.695 -12.072 -12.477 -12.384 -12.145 -12.172 -12.838 -13.213 
5.68966 -6.283 -9.989 -11.491 -11.993 -11.985 -11.809 -12.018 -12.719 -13.113 
6.20690 -5.600 -9.254 -10.868 -11.450 -11.566 -11.410 -11.763 -12.558 -13.050 
6.72414 -4.883 -8.471 -10.248 -10.932 -11.101 -11.036 -11.453 -12.345 -12.935 
7.24138 -3.764 -7.767 -9.621 -10.375 -10.653 -10.620 -11.168 -12.148 -12.784 
7.75862 -3.305 -7.090 -8.943 -9.793 -10.018 -10.162 -10.868 -11.950 -12.641 
8.27586 -3.185 -6.359 -8.311 -9.317 -9.564 -9.682 -10.465 -11.695 -12.506 
8.79310 -2.470 -5.853 -7.801 -8.746 -9.033 -9.126 -10.199 -11.478 -12.279 
9.31034 -1.375 -4.936 -7.359 -8.191 -8.617 -8.769 -9.871 -11.229 -12.115 
9.82759 0.501 -4.723 -6.443 -7.650 -8.018 -8.318 -9.460 -10.947 -11.970 
10.34483 1.354 -4.168 -6.068 -7.226 -7.292 -7.906 -9.191 -10.712 -11.764 
10.86207 2.207 -2.702 -5.673 -6.745 -7.285 -7.471 -8.824 -10.462 -11.566 
11.37931 3.060 -2.378 -4.697 -6.094 -6.777 -6.877 -8.433 -10.174 -11.377 
11.89655 3.913 -2.142 -4.198 -5.531 -6.352 -6.458 -8.215 -9.860 -11.138 
12.41379 4.766 -2.025 -3.913 -5.506 -5.704 -6.301 -7.814 -9.667 -10.984 
12.93103 5.619 -1.394 -3.270 -4.817 -5.237 -4.928 -7.366 -9.398 -10.728 
13.44828 6.472 0.255 -2.648 -4.431 -4.861 -4.780 -6.962 -9.082 -10.461 
13.96552 7.325 0.847 -2.053 -3.996 -4.366 -4.515 -6.612 -8.831 -10.171 
14.48276 8.178 1.438 -2.053 -3.226 -4.236 -4.515 -6.256 -8.453 -9.931 
15.00000 8.178 1.438 -2.053 -2.552 -4.218 -3.781 -5.885 -8.076 -9.641 
