# t[days] Lbol[erg/s]
0.51724 2.37927e+41
1.03448 4.48962e+41
1.55172 4.48962e+41
2.06897 2.97250e+41
2.58621 1.88929e+41
3.10345 7.57177e+40
3.62069 2.77239e+40
4.13793 1.14294e+40
4.65517 5.16023e+39
5.17241 2.49743e+39
5.68966 1.47830e+39
6.20690 8.65951e+38
6.72414 5.44737e+38
7.24138 3.86108e+38
7.75862 2.10636e+38
8.27586 1.22208e+38
8.79310 1.11766e+38
9.31034 6.57761e+37
9.82759 5.46117e+37
10.34483 4.53422e+37
10.86207 3.76461e+37
11.37931 3.12563e+37
11.89655 2.59511e+37
12.41379 2.15463e+37
12.93103 1.78892e+37
13.44828 1.48528e+37
13.96552 1.23318e+37
14.48276 1.02387e+37
15.00000 8.50081e+36
