# t[days] u g r i z y J H K
0.51724 -14.961 -15.299 -15.430 -15.403 -15.103 -15.099 -14.496 -14.139 -14.141 
1.03448 -14.961 -16.111 -16.847 -16.915 -16.694 -16.659 -16.279 -15.946 -15.797 
1.55172 -14.562 -16.111 -16.847 -16.915 -16.754 -16.736 -16.672 -16.437 -16.084 
2.06897 -13.723 -15.576 -16.504 -16.720 -16.754 -16.736 -16.672 -16.489 -16.158 
2.58621 -12.326 -14.686 -15.921 -16.371 -16.504 -16.567 -16.564 -16.489 -16.158 
3.10345 -10.874 -13.681 -15.159 -15.832 -16.149 -16.305 -16.344 -16.260 -16.044 
3.62069 -9.820 -12.821 -14.536 -15.342 -15.696 -15.935 -16.074 -16.069 -15.898 
4.13793 -8.813 -12.091 -13.865 -14.870 -15.401 -15.646 -15.778 -15.827 -15.766 
4.65517 -7.606 -11.248 -13.347 -14.403 -15.038 -15.341 -15.573 -15.607 -15.609 
5.17241 -6.375 -10.586 -12.687 -13.920 -14.602 -14.959 -15.242 -15.431 -15.348 
5.68966 -5.224 -9.978 -12.086 -13.381 -14.171 -14.554 -14.956 -15.190 -15.202 
6.20690 -4.600 -9.528 -11.483 -12.886 -13.779 -14.225 -14.715 -14.997 -14.977 
6.72414 -3.332 -8.482 -10.932 -12.360 -13.213 -13.751 -14.396 -14.784 -14.877 
7.24138 -3.189 -7.929 -10.579 -12.024 -12.942 -13.407 -14.055 -14.494 -14.748 
7.75862 -0.885 -7.087 -9.853 -11.397 -12.424 -13.075 -13.764 -14.267 -14.506 
8.27586 0.088 -6.430 -9.052 -10.967 -11.953 -12.673 -13.365 -14.041 -14.243 
8.79310 1.150 -5.805 -8.598 -10.366 -11.414 -12.074 -12.990 -13.780 -13.907 
9.31034 2.213 -5.151 -7.714 -10.206 -11.036 -11.718 -12.748 -13.434 -13.724 
9.82759 3.275 -4.279 -6.967 -9.103 -10.669 -11.124 -12.401 -13.120 -13.662 
10.34483 4.337 -1.484 -6.820 -8.889 -10.207 -10.838 -12.110 -12.907 -13.347 
10.86207 5.400 -0.444 -4.965 -8.189 -9.633 -10.136 -11.656 -12.604 -13.060 
11.37931 6.462 -0.228 -4.131 -8.117 -9.220 -9.779 -11.281 -12.300 -12.809 
11.89655 7.524 3.033 -4.002 -7.075 -8.206 -9.553 -10.978 -12.003 -12.547 
12.41379 8.587 4.800 -2.854 -6.381 -7.894 -9.148 -10.652 -11.485 -12.232 
12.93103 9.649 6.568 -2.065 -6.381 -7.861 -8.740 -10.224 -11.413 -12.101 
13.44828 10.712 8.335 -2.065 -6.381 -7.210 -8.270 -10.136 -11.206 -11.842 
13.96552 11.774 10.103 -2.065 -5.915 -7.210 -8.269 -9.544 -10.756 -11.779 
14.48276 12.836 11.871 -1.572 -4.566 -7.258 -6.869 -9.098 -10.511 -11.725 
15.00000 12.836 11.871 -0.960 -4.566 -7.258 -5.622 -8.916 -10.273 -10.918 
