# t[days] Lbol[erg/s]
0.51724 4.02050e+41
1.03448 5.26188e+41
1.55172 5.26188e+41
2.06897 4.30944e+41
2.58621 3.74824e+41
3.10345 3.13145e+41
3.62069 2.56358e+41
4.13793 2.08289e+41
4.65517 1.68309e+41
5.17241 1.37495e+41
5.68966 1.11798e+41
6.20690 9.08135e+40
6.72414 7.59641e+40
7.24138 6.32943e+40
7.75862 5.40255e+40
8.27586 4.58265e+40
8.79310 3.91356e+40
9.31034 3.37294e+40
9.82759 2.95917e+40
10.34483 2.59616e+40
10.86207 2.27768e+40
11.37931 1.99827e+40
11.89655 1.75314e+40
12.41379 1.53808e+40
12.93103 1.34940e+40
13.44828 1.18386e+40
13.96552 1.03863e+40
14.48276 9.11223e+39
15.00000 7.99441e+39
