# t[days] Lbol[erg/s]
0.51724 7.31576e+41
1.03448 1.48034e+42
1.55172 1.48034e+42
2.06897 9.94211e+41
2.58621 6.45942e+41
3.10345 4.06049e+41
3.62069 2.60236e+41
4.13793 1.81309e+41
4.65517 1.31281e+41
5.17241 1.03442e+41
5.68966 8.00683e+40
6.20690 7.01580e+40
6.72414 5.83612e+40
7.24138 4.63672e+40
7.75862 4.23022e+40
8.27586 3.67037e+40
8.79310 3.31908e+40
9.31034 2.85926e+40
9.82759 2.54101e+40
10.34483 2.25818e+40
10.86207 2.00683e+40
11.37931 1.78345e+40
11.89655 1.58494e+40
12.41379 1.40853e+40
12.93103 1.25175e+40
13.44828 1.11242e+40
13.96552 9.88600e+39
14.48276 8.78562e+39
15.00000 7.80772e+39
