# t[days] u g r i z y J H K
0.51724 -15.245 -15.691 -15.837 -15.750 -15.758 -15.552 -15.281 -14.906 -13.884 
1.03448 -15.245 -16.077 -16.884 -17.010 -16.908 -16.823 -16.595 -16.291 -16.107 
1.55172 -14.492 -16.077 -16.884 -17.010 -16.908 -16.841 -16.833 -16.581 -16.347 
2.06897 -13.562 -15.495 -16.469 -16.747 -16.772 -16.841 -16.833 -16.618 -16.365 
2.58621 -12.645 -14.884 -15.963 -16.350 -16.499 -16.594 -16.713 -16.618 -16.421 
3.10345 -11.815 -14.292 -15.420 -15.925 -16.234 -16.360 -16.551 -16.538 -16.421 
3.62069 -10.921 -13.675 -14.845 -15.444 -15.835 -16.046 -16.306 -16.400 -16.374 
4.13793 -9.994 -13.078 -14.317 -14.941 -15.398 -15.679 -16.057 -16.222 -16.205 
4.65517 -9.191 -12.415 -13.787 -14.468 -14.961 -15.298 -15.773 -15.998 -16.049 
5.17241 -8.170 -11.780 -13.234 -14.008 -14.504 -14.846 -15.440 -15.757 -15.872 
5.68966 -6.818 -11.042 -12.679 -13.467 -14.079 -14.409 -15.141 -15.533 -15.718 
6.20690 -6.327 -10.425 -12.094 -13.006 -13.633 -14.023 -14.803 -15.315 -15.555 
6.72414 -5.441 -9.812 -11.587 -12.431 -13.117 -13.620 -14.466 -15.063 -15.394 
7.24138 -4.025 -9.220 -10.905 -11.986 -12.706 -13.204 -14.144 -14.840 -15.192 
7.75862 -3.011 -8.442 -10.473 -11.444 -12.229 -12.721 -13.788 -14.588 -15.034 
8.27586 -2.974 -7.814 -9.877 -10.994 -11.751 -12.321 -13.522 -14.372 -14.852 
8.79310 -2.957 -7.320 -9.543 -10.496 -11.411 -11.897 -13.158 -14.166 -14.673 
9.31034 0.184 -6.874 -8.871 -10.111 -10.852 -11.547 -12.814 -13.905 -14.523 
9.82759 1.309 -6.326 -8.284 -9.598 -10.455 -11.195 -12.653 -13.675 -14.368 
10.34483 2.434 -5.405 -7.821 -9.048 -10.140 -10.708 -12.272 -13.491 -14.180 
10.86207 3.559 -4.685 -7.631 -8.623 -9.751 -10.366 -11.955 -13.184 -14.002 
11.37931 4.684 -4.568 -6.855 -8.196 -9.160 -9.914 -11.563 -12.982 -13.878 
11.89655 5.809 -3.825 -6.468 -7.882 -8.936 -9.685 -11.318 -12.650 -13.612 
12.41379 6.934 -3.372 -5.835 -7.445 -8.475 -9.315 -11.020 -12.460 -13.410 
12.93103 8.059 -2.951 -5.392 -6.645 -8.008 -8.932 -10.669 -12.217 -13.189 
13.44828 9.184 -2.889 -4.939 -6.457 -7.656 -8.343 -10.387 -11.997 -13.061 
13.96552 10.309 -2.598 -4.637 -6.125 -7.185 -8.155 -10.056 -11.692 -12.791 
14.48276 11.434 0.602 -3.587 -6.061 -7.008 -7.903 -9.780 -11.405 -12.572 
15.00000 11.434 0.602 -3.456 -5.674 -6.459 -7.578 -9.358 -11.060 -12.341 
