# t[days] Lbol[erg/s]
0.51724 4.49701e+41
1.03448 9.83813e+41
1.55172 9.83813e+41
2.06897 7.18772e+41
2.58621 4.76372e+41
3.10345 2.92674e+41
3.62069 1.80821e+41
4.13793 1.27859e+41
4.65517 9.43842e+40
5.17241 7.08403e+40
5.68966 5.36914e+40
6.20690 4.38677e+40
6.72414 3.59353e+40
7.24138 2.74177e+40
7.75862 2.14778e+40
8.27586 1.76125e+40
8.79310 1.42422e+40
9.31034 1.13984e+40
9.82759 9.17802e+39
10.34483 7.39016e+39
10.86207 5.95057e+39
11.37931 4.79140e+39
11.89655 3.85804e+39
12.41379 3.10650e+39
12.93103 2.50136e+39
13.44828 2.01410e+39
13.96552 1.62176e+39
14.48276 1.30584e+39
15.00000 1.05146e+39
