# t[days] Lbol[erg/s]
0.51724 5.44390e+41
1.03448 1.49938e+42
1.55172 1.67713e+42
2.06897 1.67713e+42
2.58621 1.13879e+42
3.10345 7.07322e+41
3.62069 4.34523e+41
4.13793 2.74268e+41
4.65517 1.62506e+41
5.17241 9.07185e+40
5.68966 5.19222e+40
6.20690 3.31538e+40
6.72414 2.30905e+40
7.24138 2.04697e+40
7.75862 1.69861e+40
8.27586 1.41746e+40
8.79310 1.32300e+40
9.31034 1.22239e+40
9.82759 1.14853e+40
10.34483 1.07914e+40
10.86207 1.01394e+40
11.37931 9.52675e+39
11.89655 8.95115e+39
12.41379 8.41032e+39
12.93103 7.90217e+39
13.44828 7.42472e+39
13.96552 6.97611e+39
14.48276 6.55462e+39
15.00000 6.15859e+39
