# t[days] u g r i z y J H K
0.51724 -14.185 -14.243 -13.947 -14.071 -13.791 -14.046 -13.544 -13.071 -13.096 
1.03448 -14.185 -15.161 -15.572 -15.391 -15.399 -15.482 -15.094 -14.877 -14.682 
1.55172 -14.025 -15.161 -15.572 -15.730 -15.893 -15.905 -15.734 -15.456 -15.227 
2.06897 -13.276 -14.727 -15.511 -15.730 -15.893 -15.905 -15.772 -15.646 -15.468 
2.58621 -12.593 -14.250 -15.069 -15.381 -15.641 -15.746 -15.772 -15.646 -15.468 
3.10345 -11.996 -13.819 -14.592 -15.071 -15.408 -15.529 -15.661 -15.582 -15.448 
3.62069 -11.426 -13.366 -14.236 -14.700 -15.146 -15.400 -15.492 -15.529 -15.405 
4.13793 -10.944 -12.990 -13.787 -14.322 -14.869 -15.136 -15.314 -15.369 -15.322 
4.65517 -10.418 -12.570 -13.396 -13.951 -14.522 -14.831 -15.115 -15.248 -15.190 
5.17241 -9.711 -12.210 -13.032 -13.586 -14.163 -14.481 -14.909 -15.060 -15.054 
5.68966 -8.677 -11.636 -12.627 -13.136 -13.806 -14.181 -14.646 -14.873 -14.918 
6.20690 -7.139 -10.658 -12.050 -12.730 -13.359 -13.782 -14.332 -14.677 -14.735 
6.72414 -6.279 -9.537 -11.259 -12.228 -12.934 -13.379 -14.052 -14.420 -14.562 
7.24138 -4.763 -8.561 -10.539 -11.711 -12.415 -12.973 -13.727 -14.204 -14.398 
7.75862 -4.037 -7.250 -9.429 -11.084 -11.972 -12.564 -13.406 -13.913 -14.136 
8.27586 -2.620 -7.186 -8.815 -10.353 -11.530 -12.078 -12.971 -13.581 -13.806 
8.79310 -1.421 -6.271 -8.244 -9.875 -10.832 -11.492 -12.568 -13.260 -13.585 
9.31034 0.983 -5.023 -7.341 -9.081 -10.373 -11.170 -12.231 -12.918 -13.292 
9.82759 2.435 -4.774 -7.341 -8.450 -9.868 -10.658 -11.716 -12.551 -13.073 
10.34483 3.887 -3.750 -6.654 -8.063 -9.278 -10.044 -11.332 -12.235 -12.743 
10.86207 5.339 -3.232 -5.063 -7.387 -8.918 -9.591 -10.887 -11.782 -12.407 
11.37931 6.792 -2.594 -4.691 -7.149 -8.165 -8.864 -10.520 -11.466 -12.011 
11.89655 8.244 -1.034 -4.043 -6.163 -7.572 -8.512 -10.169 -11.296 -11.839 
12.41379 9.696 -0.578 -3.993 -5.367 -7.173 -7.760 -9.657 -10.765 -11.518 
12.93103 11.149 2.747 -2.919 -5.057 -7.058 -7.414 -9.313 -10.568 -11.260 
13.44828 12.601 3.942 -1.540 -5.057 -6.004 -7.414 -8.538 -9.990 -10.992 
13.96552 14.053 5.138 -1.540 -4.565 -5.947 -7.219 -8.424 -9.604 -10.557 
14.48276 15.506 6.334 -2.044 -2.990 -4.286 -6.164 -7.747 -9.516 -10.117 
15.00000 15.506 6.334 -2.044 -2.494 -4.134 -5.826 -7.275 -9.384 -9.919 
