# t[days] u g r i z y J H K
0.51724 -15.219 -15.842 -15.865 -15.567 -15.305 -15.054 -14.286 -13.752 -12.102 
1.03448 -15.414 -16.900 -17.267 -17.057 -16.642 -16.080 -15.495 -15.310 -14.761 
1.55172 -15.414 -16.900 -17.267 -17.122 -16.794 -16.504 -16.039 -15.745 -15.407 
2.06897 -14.461 -16.424 -17.176 -17.122 -16.794 -16.504 -16.039 -15.745 -15.534 
2.58621 -13.333 -15.597 -16.485 -16.520 -16.291 -16.020 -15.693 -15.527 -15.534 
3.10345 -12.119 -14.660 -15.641 -15.757 -15.598 -15.472 -15.185 -15.110 -15.058 
3.62069 -11.006 -13.702 -14.821 -15.109 -15.046 -14.935 -14.768 -14.789 -14.717 
4.13793 -9.960 -12.618 -13.963 -14.420 -14.459 -14.435 -14.345 -14.348 -14.422 
4.65517 -8.967 -11.325 -12.833 -13.574 -13.722 -13.822 -13.850 -13.847 -13.945 
5.17241 -8.224 -10.201 -11.747 -12.630 -13.138 -13.256 -13.398 -13.533 -13.454 
5.68966 -7.604 -9.433 -10.914 -12.111 -12.617 -12.795 -13.032 -13.198 -13.084 
6.20690 -7.043 -8.816 -10.503 -11.719 -12.399 -12.645 -12.955 -13.093 -13.059 
6.72414 -6.437 -8.678 -10.212 -11.337 -12.167 -12.404 -12.801 -13.030 -13.055 
7.24138 -5.863 -8.161 -9.869 -10.982 -11.878 -12.234 -12.663 -13.093 -13.050 
7.75862 -5.228 -7.612 -9.408 -10.856 -11.763 -12.171 -12.624 -12.899 -12.992 
8.27586 -4.640 -7.218 -8.978 -10.578 -11.487 -11.975 -12.468 -12.816 -12.958 
8.79310 -4.037 -6.558 -8.599 -10.286 -11.076 -11.642 -12.297 -12.666 -12.954 
9.31034 -3.512 -6.198 -8.262 -10.107 -10.866 -11.526 -12.154 -12.625 -12.901 
9.82759 -2.986 -6.007 -7.873 -9.789 -10.854 -11.305 -12.099 -12.547 -12.741 
10.34483 -2.350 -5.378 -7.794 -9.422 -10.526 -11.075 -12.004 -12.462 -12.709 
10.86207 -1.685 -5.011 -7.508 -9.239 -10.412 -11.004 -11.707 -12.450 -12.709 
11.37931 -1.154 -4.737 -6.985 -8.963 -10.207 -10.939 -11.702 -12.245 -12.610 
11.89655 -0.606 -3.899 -6.433 -8.550 -9.960 -10.490 -11.428 -12.181 -12.608 
12.41379 -0.046 -3.876 -6.263 -8.353 -9.639 -10.373 -11.318 -12.064 -12.437 
12.93103 0.343 -3.809 -6.033 -8.068 -9.552 -9.976 -11.296 -12.026 -12.417 
13.44828 0.882 -2.750 -5.437 -7.851 -9.235 -9.807 -11.034 -11.927 -12.347 
13.96552 1.421 -2.655 -5.412 -7.778 -9.126 -9.726 -10.869 -11.834 -12.309 
14.48276 1.959 -1.600 -5.111 -7.392 -8.845 -9.403 -10.783 -11.625 -12.160 
15.00000 1.959 -1.389 -4.427 -7.079 -8.293 -9.265 -10.532 -11.479 -12.119 
