# t[days] u g r i z y J H K
0.51724 -14.649 -14.913 -14.849 -14.440 -14.102 -14.113 -13.614 -12.573 -13.184 
1.03448 -15.278 -15.938 -15.965 -15.718 -15.306 -14.868 -14.513 -14.144 -14.147 
1.55172 -15.278 -16.462 -16.809 -16.708 -16.420 -15.891 -15.315 -15.193 -14.928 
2.06897 -15.244 -16.462 -16.809 -16.891 -16.780 -16.353 -15.577 -15.443 -15.245 
2.58621 -14.501 -15.950 -16.590 -16.891 -16.780 -16.353 -15.577 -15.443 -15.245 
3.10345 -13.847 -15.416 -16.216 -16.558 -16.434 -16.006 -15.156 -15.020 -15.123 
3.62069 -13.268 -14.971 -15.879 -16.225 -16.034 -15.533 -14.792 -14.582 -14.673 
4.13793 -12.661 -14.535 -15.487 -15.819 -15.617 -15.105 -14.358 -14.182 -14.393 
4.65517 -12.077 -14.074 -15.107 -15.415 -15.196 -14.652 -13.863 -13.876 -13.870 
5.17241 -11.518 -13.670 -14.747 -15.080 -14.792 -14.339 -13.619 -13.567 -13.569 
5.68966 -11.051 -13.313 -14.417 -14.709 -14.462 -14.008 -13.442 -13.366 -13.345 
6.20690 -10.513 -12.936 -14.116 -14.434 -14.194 -13.734 -13.217 -13.231 -13.153 
6.72414 -10.153 -12.641 -13.842 -14.185 -13.939 -13.473 -12.992 -13.100 -13.121 
7.24138 -9.802 -12.374 -13.618 -13.951 -13.706 -13.353 -12.899 -12.992 -13.104 
7.75862 -9.243 -12.063 -13.377 -13.760 -13.538 -13.140 -12.787 -12.921 -13.049 
8.27586 -8.947 -11.805 -13.153 -13.548 -13.357 -13.006 -12.666 -12.918 -12.997 
8.79310 -8.565 -11.574 -12.938 -13.353 -13.160 -12.812 -12.636 -12.892 -12.980 
9.31034 -8.105 -11.226 -12.686 -13.166 -13.002 -12.668 -12.461 -12.821 -12.971 
9.82759 -7.739 -10.966 -12.471 -12.952 -12.864 -12.600 -12.439 -12.793 -12.948 
10.34483 -7.373 -10.702 -12.255 -12.771 -12.682 -12.406 -12.369 -12.752 -12.930 
10.86207 -7.021 -10.417 -12.010 -12.556 -12.487 -12.273 -12.246 -12.705 -12.925 
11.37931 -6.791 -10.148 -11.776 -12.359 -12.345 -12.044 -12.126 -12.675 -12.908 
11.89655 -6.467 -9.889 -11.519 -12.135 -12.159 -11.974 -12.106 -12.628 -12.814 
12.41379 -5.839 -9.535 -11.301 -11.907 -11.936 -11.760 -11.936 -12.560 -12.809 
12.93103 -5.696 -9.262 -11.054 -11.696 -11.763 -11.618 -11.879 -12.504 -12.797 
13.44828 -4.983 -8.983 -10.810 -11.478 -11.584 -11.443 -11.751 -12.431 -12.760 
13.96552 -4.871 -8.764 -10.523 -11.246 -11.384 -11.249 -11.581 -12.285 -12.663 
14.48276 -4.714 -8.377 -10.232 -11.054 -11.175 -11.057 -11.404 -12.131 -12.542 
15.00000 -3.699 -8.037 -9.864 -10.640 -10.840 -10.755 -11.139 -11.900 -12.315 
