# t[days] Lbol[erg/s]
0.51724 5.41295e+41
1.03448 1.01887e+42
1.55172 1.01887e+42
2.06897 6.52935e+41
2.58621 3.81396e+41
3.10345 2.33697e+41
3.62069 1.50703e+41
4.13793 1.05672e+41
4.65517 7.98964e+40
5.17241 6.27999e+40
5.68966 5.05712e+40
6.20690 4.19993e+40
6.72414 3.54316e+40
7.24138 3.00084e+40
7.75862 2.62944e+40
8.27586 2.28541e+40
8.79310 1.97723e+40
9.31034 1.76674e+40
9.82759 1.57098e+40
10.34483 1.39692e+40
10.86207 1.24214e+40
11.37931 1.10451e+40
11.89655 9.82130e+39
12.41379 8.73309e+39
12.93103 7.76546e+39
13.44828 6.90505e+39
13.96552 6.13997e+39
14.48276 5.45966e+39
15.00000 4.85473e+39
