# t[days] Lbol[erg/s]
0.51724 3.79835e+41
1.03448 9.81588e+41
1.55172 9.81588e+41
2.06897 7.82559e+41
2.58621 5.91097e+41
3.10345 4.71051e+41
3.62069 3.83885e+41
4.13793 3.20078e+41
4.65517 2.60551e+41
5.17241 2.12363e+41
5.68966 1.70131e+41
6.20690 1.37641e+41
6.72414 1.10713e+41
7.24138 8.73266e+40
7.75862 7.09472e+40
8.27586 5.70265e+40
8.79310 4.40959e+40
9.31034 3.65652e+40
9.82759 3.07267e+40
10.34483 2.58205e+40
10.86207 2.16977e+40
11.37931 1.82332e+40
11.89655 1.53218e+40
12.41379 1.28754e+40
12.93103 1.08195e+40
13.44828 9.09195e+39
13.96552 7.64022e+39
14.48276 6.42029e+39
15.00000 5.39515e+39
