# t[days] u g r i z y J H K
0.51724 -14.595 -15.223 -15.509 -15.312 -14.941 -14.711 -14.279 -13.653 -13.200 
1.03448 -14.595 -15.958 -16.629 -16.556 -16.241 -15.839 -15.568 -15.223 -15.008 
1.55172 -14.223 -15.958 -16.629 -16.556 -16.241 -15.839 -15.568 -15.339 -15.338 
2.06897 -13.168 -15.158 -15.940 -15.991 -15.818 -15.653 -15.473 -15.339 -15.338 
2.58621 -11.719 -14.033 -15.037 -15.188 -15.180 -15.043 -14.967 -14.820 -14.754 
3.10345 -10.184 -12.687 -13.875 -14.261 -14.447 -14.477 -14.410 -14.426 -14.206 
3.62069 -9.051 -11.398 -12.835 -13.467 -13.865 -13.937 -14.004 -14.085 -13.885 
4.13793 -8.285 -10.357 -11.921 -12.937 -13.348 -13.596 -13.778 -13.659 -13.666 
4.65517 -7.375 -9.674 -11.349 -12.422 -13.046 -13.262 -13.548 -13.657 -13.610 
5.17241 -6.472 -9.075 -10.853 -12.038 -12.868 -13.105 -13.490 -13.615 -13.610 
5.68966 -5.663 -8.533 -10.340 -11.815 -12.515 -12.871 -13.271 -13.455 -13.486 
6.20690 -4.768 -7.876 -9.979 -11.433 -12.215 -12.643 -13.092 -13.353 -13.423 
6.72414 -4.453 -6.932 -9.587 -11.036 -11.932 -12.368 -12.921 -13.243 -13.353 
7.24138 -3.151 -6.691 -9.127 -10.731 -11.524 -12.088 -12.747 -13.117 -13.205 
7.75862 -2.557 -5.873 -8.483 -10.227 -11.154 -11.707 -12.437 -12.980 -13.142 
8.27586 -1.551 -5.715 -8.146 -9.990 -10.896 -11.339 -12.151 -12.740 -13.071 
8.79310 -0.798 -5.627 -7.606 -9.564 -10.720 -11.137 -11.971 -12.657 -12.868 
9.31034 0.128 -3.776 -7.229 -9.007 -10.080 -10.954 -11.709 -12.449 -12.606 
9.82759 1.044 -3.476 -6.639 -8.978 -9.755 -10.550 -11.602 -12.185 -12.594 
10.34483 1.961 -2.804 -6.252 -8.080 -9.426 -10.293 -11.307 -12.095 -12.432 
10.86207 2.877 -2.788 -6.009 -7.902 -8.962 -9.675 -11.072 -11.885 -12.287 
11.37931 3.793 -1.922 -5.302 -7.546 -8.954 -9.649 -10.793 -11.584 -12.250 
11.89655 4.709 -1.486 -3.454 -7.150 -8.483 -9.205 -10.583 -11.498 -12.053 
12.41379 5.626 0.783 -3.454 -6.839 -7.830 -8.862 -10.276 -11.299 -11.956 
12.93103 6.542 1.694 -3.121 -6.495 -7.702 -8.630 -10.006 -11.183 -11.738 
13.44828 7.458 2.606 -2.869 -5.797 -7.483 -7.938 -9.506 -10.825 -11.454 
13.96552 8.374 3.518 -1.498 -4.435 -7.006 -7.929 -9.225 -10.729 -11.111 
14.48276 9.291 4.429 -1.498 -4.435 -6.617 -7.927 -9.213 -10.574 -10.996 
15.00000 9.291 4.429 -1.498 -4.200 -5.242 -7.573 -8.955 -10.193 -10.920 
