# t[days] Lbol[erg/s]
0.51724 3.75084e+41
1.03448 8.49468e+41
1.55172 8.49468e+41
2.06897 6.19332e+41
2.58621 4.30926e+41
3.10345 2.99792e+41
3.62069 2.04843e+41
4.13793 1.51352e+41
4.65517 1.10591e+41
5.17241 8.90735e+40
5.68966 6.99635e+40
6.20690 6.17079e+40
6.72414 5.05180e+40
7.24138 4.16442e+40
7.75862 3.74500e+40
8.27586 3.21478e+40
8.79310 2.97776e+40
9.31034 2.57096e+40
9.82759 2.29118e+40
10.34483 2.04184e+40
10.86207 1.81963e+40
11.37931 1.62161e+40
11.89655 1.44514e+40
12.41379 1.28787e+40
12.93103 1.14772e+40
13.44828 1.02282e+40
13.96552 9.11508e+39
14.48276 8.12313e+39
15.00000 7.23912e+39
