# t[days] Lbol[erg/s]
0.51724 7.59273e+40
1.03448 7.59273e+40
1.55172 3.65746e+40
2.06897 1.55388e+40
2.58621 8.36487e+39
3.10345 5.45021e+39
3.62069 3.94800e+39
4.13793 3.07726e+39
4.65517 2.30040e+39
5.17241 1.96390e+39
5.68966 1.55816e+39
6.20690 1.39290e+39
6.72414 1.15872e+39
7.24138 9.64034e+38
7.75862 8.49599e+38
8.27586 7.40202e+38
8.79310 6.57890e+38
9.31034 5.86937e+38
9.82759 4.80535e+38
10.34483 3.93421e+38
10.86207 3.22100e+38
11.37931 2.63708e+38
11.89655 2.15902e+38
12.41379 1.76762e+38
12.93103 1.44718e+38
13.44828 1.18483e+38
13.96552 9.70039e+37
14.48276 7.94186e+37
15.00000 6.50213e+37
