# t[days] u g r i z y J H K
0.51724 -14.993 -15.715 -15.901 -15.775 -15.426 -14.915 -14.347 -14.120 -13.566 
1.03448 -14.993 -16.129 -16.924 -17.028 -16.697 -16.343 -15.655 -15.338 -14.987 
1.55172 -14.452 -16.129 -16.924 -17.028 -16.697 -16.343 -15.655 -15.338 -15.212 
2.06897 -13.460 -15.519 -16.443 -16.571 -16.185 -15.744 -15.310 -15.337 -15.212 
2.58621 -12.561 -14.870 -15.830 -15.926 -15.557 -15.172 -14.712 -14.918 -14.937 
3.10345 -11.562 -14.229 -15.234 -15.342 -15.019 -14.612 -14.194 -14.482 -14.662 
3.62069 -10.697 -13.563 -14.700 -14.831 -14.491 -14.131 -13.799 -14.086 -14.423 
4.13793 -9.775 -12.962 -14.170 -14.421 -14.160 -13.829 -13.537 -13.944 -14.244 
4.65517 -8.891 -12.255 -13.635 -13.956 -13.754 -13.485 -13.332 -13.756 -14.085 
5.17241 -7.869 -11.681 -13.156 -13.513 -13.435 -13.222 -13.179 -13.733 -14.066 
5.68966 -6.922 -10.970 -12.553 -13.084 -13.013 -12.832 -12.925 -13.549 -13.930 
6.20690 -5.883 -10.320 -12.058 -12.683 -12.712 -12.563 -12.737 -13.518 -13.906 
6.72414 -5.271 -9.620 -11.504 -12.183 -12.293 -12.192 -12.515 -13.365 -13.819 
7.24138 -4.804 -8.908 -10.747 -11.525 -11.747 -11.727 -12.109 -13.023 -13.625 
7.75862 -3.640 -8.360 -10.272 -11.164 -11.307 -11.374 -11.978 -12.922 -13.538 
8.27586 -2.604 -7.663 -9.668 -10.575 -10.854 -10.850 -11.620 -12.682 -13.370 
8.79310 -2.532 -7.201 -9.027 -10.068 -10.461 -10.521 -11.317 -12.495 -13.257 
9.31034 -1.860 -6.498 -8.506 -9.674 -9.877 -10.010 -10.917 -12.251 -13.047 
9.82759 -1.264 -5.779 -7.986 -8.973 -9.339 -9.615 -10.717 -11.954 -12.903 
10.34483 -0.921 -5.581 -7.588 -8.514 -9.028 -9.147 -10.326 -11.849 -12.733 
10.86207 -0.194 -4.827 -7.136 -8.207 -8.565 -8.673 -10.034 -11.533 -12.486 
11.37931 0.375 -4.696 -6.396 -7.569 -8.004 -7.998 -9.712 -11.325 -12.397 
11.89655 0.822 -4.498 -6.121 -7.107 -7.663 -7.929 -9.491 -11.068 -12.067 
12.41379 1.269 -3.412 -5.516 -7.002 -7.343 -7.447 -9.047 -10.755 -11.966 
12.93103 1.716 -2.924 -5.219 -6.141 -6.938 -7.297 -8.600 -10.524 -11.774 
13.44828 2.163 -2.513 -4.806 -5.515 -6.592 -6.777 -8.378 -10.160 -11.488 
13.96552 2.611 -2.513 -4.236 -5.416 -6.275 -6.607 -8.136 -9.888 -11.231 
14.48276 3.058 -2.283 -4.149 -5.263 -5.824 -6.013 -7.925 -9.794 -11.050 
15.00000 3.058 -0.536 -3.402 -4.666 -5.226 -5.729 -7.314 -9.366 -10.692 
