# t[days] Lbol[erg/s]
0.51724 2.98848e+41
1.03448 7.63560e+41
1.55172 7.63560e+41
2.06897 6.08187e+41
2.58621 4.21709e+41
3.10345 2.79624e+41
3.62069 1.82264e+41
4.13793 1.27986e+41
4.65517 9.56302e+40
5.17241 7.94823e+40
5.68966 6.13949e+40
6.20690 4.84156e+40
6.72414 4.11239e+40
7.24138 3.17303e+40
7.75862 2.67961e+40
8.27586 2.07189e+40
8.79310 1.64553e+40
9.31034 1.39002e+40
9.82759 1.20261e+40
10.34483 1.04047e+40
10.86207 9.00192e+39
11.37931 7.78825e+39
11.89655 6.73821e+39
12.41379 5.82974e+39
12.93103 5.04376e+39
13.44828 4.36374e+39
13.96552 3.77541e+39
14.48276 3.26639e+39
15.00000 2.82601e+39
