# t[days] Lbol[erg/s]
0.51724 4.80553e+41
1.03448 1.02953e+42
1.55172 1.02953e+42
2.06897 8.49525e+41
2.58621 6.85402e+41
3.10345 5.47832e+41
3.62069 4.37396e+41
4.13793 3.41614e+41
4.65517 2.68936e+41
5.17241 2.12869e+41
5.68966 1.74425e+41
6.20690 1.41028e+41
6.72414 1.16446e+41
7.24138 9.72794e+40
7.75862 8.29688e+40
8.27586 6.97859e+40
8.79310 6.02015e+40
9.31034 5.20514e+40
9.82759 4.60414e+40
10.34483 4.07253e+40
10.86207 3.60230e+40
11.37931 3.18637e+40
11.89655 2.81846e+40
12.41379 2.49303e+40
12.93103 2.20518e+40
13.44828 1.95056e+40
13.96552 1.72534e+40
14.48276 1.52613e+40
15.00000 1.34992e+40
