# t[days] Lbol[erg/s]
0.51724 3.97183e+41
1.03448 1.10611e+42
1.55172 1.10611e+42
2.06897 8.04057e+41
2.58621 5.38528e+41
3.10345 3.73851e+41
3.62069 2.54934e+41
4.13793 1.67776e+41
4.65517 1.02378e+41
5.17241 6.02967e+40
5.68966 3.06786e+40
6.20690 1.55721e+40
6.72414 9.99117e+39
7.24138 6.74781e+39
7.75862 4.44809e+39
8.27586 3.69152e+39
8.79310 2.70393e+39
9.31034 2.00763e+39
9.82759 1.63181e+39
10.34483 1.32634e+39
10.86207 1.07805e+39
11.37931 8.76246e+38
11.89655 7.12216e+38
12.41379 5.78891e+38
12.93103 4.70525e+38
13.44828 3.82444e+38
13.96552 3.10852e+38
14.48276 2.52662e+38
15.00000 2.05364e+38
