# t[days] Lbol[erg/s]
0.51724 2.13611e+41
1.03448 4.76079e+41
1.55172 4.76079e+41
2.06897 2.61719e+41
2.58621 1.07432e+41
3.10345 4.13586e+40
3.62069 1.42983e+40
4.13793 5.20736e+39
4.65517 1.71109e+39
5.17241 6.64718e+38
5.68966 2.38042e+38
6.20690 1.34797e+38
6.72414 7.05487e+37
7.24138 3.51114e+37
7.75862 1.48868e+37
8.27586 1.14887e+37
8.79310 2.51196e+36
9.31034 2.46180e+36
9.82759 2.41265e+36
10.34483 2.36447e+36
10.86207 2.31726e+36
11.37931 2.27100e+36
11.89655 2.22565e+36
12.41379 2.18121e+36
12.93103 2.13766e+36
13.44828 2.09498e+36
13.96552 2.05315e+36
14.48276 2.01215e+36
15.00000 1.97198e+36
