# t[days] u g r i z y J H K
0.51724 -15.272 -15.263 -14.712 -13.910 -12.911 -13.182 -12.591 -11.919 -12.386 
1.03448 -15.272 -16.441 -16.756 -16.135 -15.651 -15.477 -15.015 -14.729 -14.444 
1.55172 -15.078 -16.441 -16.756 -16.360 -16.093 -16.000 -15.805 -15.623 -15.439 
2.06897 -14.445 -15.963 -16.509 -16.360 -16.093 -16.000 -15.805 -15.623 -15.439 
2.58621 -13.737 -15.440 -15.988 -15.850 -15.706 -15.689 -15.544 -15.427 -15.260 
3.10345 -12.958 -14.839 -15.346 -15.281 -15.316 -15.346 -15.218 -15.174 -15.099 
3.62069 -12.165 -14.213 -14.745 -14.797 -14.910 -14.952 -15.057 -14.932 -15.053 
4.13793 -11.417 -13.638 -14.272 -14.395 -14.591 -14.754 -14.798 -14.804 -14.743 
4.65517 -10.488 -13.032 -13.789 -14.103 -14.307 -14.496 -14.629 -14.693 -14.646 
5.17241 -9.689 -12.409 -13.348 -13.731 -14.062 -14.241 -14.447 -14.622 -14.620 
5.68966 -8.761 -11.846 -12.901 -13.343 -13.754 -14.029 -14.326 -14.507 -14.585 
6.20690 -7.860 -11.336 -12.518 -13.075 -13.505 -13.787 -14.170 -14.446 -14.574 
6.72414 -6.710 -10.561 -11.983 -12.624 -13.183 -13.544 -13.947 -14.228 -14.368 
7.24138 -5.777 -9.788 -11.455 -12.274 -12.827 -13.254 -13.733 -14.038 -14.189 
7.75862 -4.538 -9.058 -10.827 -11.890 -12.503 -12.943 -13.427 -13.808 -14.012 
8.27586 -3.646 -7.998 -10.097 -11.311 -12.187 -12.545 -13.130 -13.636 -13.826 
8.79310 -1.418 -6.701 -9.377 -10.830 -11.782 -12.260 -12.930 -13.438 -13.619 
9.31034 -0.437 -5.957 -8.691 -10.453 -11.320 -11.926 -12.653 -13.205 -13.506 
9.82759 0.168 -4.628 -8.019 -9.777 -10.862 -11.480 -12.374 -13.006 -13.244 
10.34483 1.357 -4.184 -7.307 -9.430 -10.528 -11.151 -12.101 -12.720 -13.114 
10.86207 2.546 -3.290 -7.041 -9.086 -10.099 -10.874 -11.786 -12.533 -12.898 
11.37931 3.734 -2.592 -6.480 -8.675 -9.739 -10.531 -11.532 -12.311 -12.724 
11.89655 4.923 -1.905 -6.011 -7.957 -9.176 -9.971 -11.115 -12.027 -12.494 
12.41379 6.112 0.066 -5.850 -7.276 -8.941 -9.747 -10.804 -11.771 -12.400 
12.93103 7.301 1.004 -4.577 -7.056 -8.347 -9.299 -10.521 -11.676 -12.096 
13.44828 8.490 1.943 -3.508 -6.525 -8.105 -9.177 -10.313 -11.413 -11.940 
13.96552 9.679 2.882 -2.735 -6.335 -7.660 -8.409 -9.900 -11.146 -11.773 
14.48276 10.868 3.821 -1.979 -6.100 -7.426 -8.280 -9.667 -10.910 -11.666 
15.00000 10.868 3.821 -1.337 -5.027 -6.590 -7.519 -9.625 -10.757 -11.381 
