# t[days] Lbol[erg/s]
0.51724 1.29906e+41
1.03448 1.29906e+41
1.55172 6.35543e+40
2.06897 2.68662e+40
2.58621 1.36833e+40
3.10345 1.02661e+40
3.62069 9.21722e+39
4.13793 8.58981e+39
4.65517 7.12406e+39
5.17241 6.23847e+39
5.68966 5.57665e+39
6.20690 4.86925e+39
6.72414 4.20640e+39
7.24138 3.45043e+39
7.75862 2.87231e+39
8.27586 2.49884e+39
8.79310 2.15177e+39
9.31034 1.78874e+39
9.82759 1.28633e+39
10.34483 9.25029e+38
10.86207 6.65211e+38
11.37931 4.78369e+38
11.89655 3.44007e+38
12.41379 2.47383e+38
12.93103 1.77899e+38
13.44828 1.27932e+38
13.96552 9.19987e+37
14.48276 6.61585e+37
15.00000 4.75762e+37
