# t[days] Lbol[erg/s]
0.51724 1.20247e+41
1.03448 1.20247e+41
1.55172 5.53757e+40
2.06897 2.47918e+40
2.58621 1.29125e+40
3.10345 9.00053e+39
3.62069 7.92812e+39
4.13793 7.01370e+39
4.65517 6.14468e+39
5.17241 5.51312e+39
5.68966 4.97713e+39
6.20690 4.23619e+39
6.72414 3.89100e+39
7.24138 3.22378e+39
7.75862 2.49241e+39
8.27586 2.06669e+39
8.79310 1.85912e+39
9.31034 1.78415e+39
9.82759 1.38022e+39
10.34483 1.06774e+39
10.86207 8.26007e+38
11.37931 6.39001e+38
11.89655 4.94333e+38
12.41379 3.82417e+38
12.93103 2.95839e+38
13.44828 2.28861e+38
13.96552 1.77048e+38
14.48276 1.36965e+38
15.00000 1.05956e+38
