# t[days] u g r i z y J H K
0.51724 -12.057 -12.462 -12.347 -12.776 -12.628 -11.803 -11.716 -11.063 -7.364 
1.03448 -12.057 -12.560 -13.025 -13.576 -13.701 -13.533 -13.522 -13.644 -13.337 
1.55172 -11.928 -12.560 -13.025 -13.576 -13.701 -13.793 -13.674 -13.644 -13.341 
2.06897 -10.477 -11.609 -12.687 -13.347 -13.566 -13.793 -13.522 -13.644 -13.341 
2.58621 -9.145 -10.795 -12.056 -12.775 -13.242 -13.471 -13.449 -13.639 -13.497 
3.10345 -7.718 -9.723 -11.617 -12.328 -12.811 -13.092 -13.343 -13.639 -13.507 
3.62069 -6.412 -8.893 -10.894 -12.056 -12.354 -12.865 -13.108 -13.413 -13.497 
4.13793 -4.906 -8.366 -10.472 -11.425 -12.329 -12.403 -12.877 -13.279 -13.379 
4.65517 -3.382 -7.428 -9.689 -11.023 -11.689 -11.954 -12.637 -13.005 -13.289 
5.17241 -2.006 -6.581 -9.075 -10.830 -11.463 -11.856 -12.323 -12.825 -13.128 
5.68966 -1.521 -5.310 -8.615 -10.383 -10.833 -11.156 -12.022 -12.647 -13.025 
6.20690 1.320 -5.180 -7.958 -9.526 -10.263 -10.842 -11.700 -12.299 -12.792 
6.72414 2.866 -4.442 -7.226 -8.972 -9.666 -10.565 -11.519 -12.207 -12.667 
7.24138 4.413 -3.774 -6.837 -8.726 -9.632 -10.173 -11.227 -12.016 -12.452 
7.75862 5.959 -2.725 -5.965 -8.165 -9.294 -10.167 -10.955 -11.895 -12.348 
8.27586 7.506 -1.484 -5.605 -7.548 -8.611 -9.036 -10.670 -11.615 -12.252 
8.79310 9.052 -1.257 -4.749 -7.084 -8.286 -8.993 -10.456 -11.395 -12.039 
9.31034 10.599 -1.135 -4.002 -6.985 -7.917 -8.537 -10.275 -11.155 -11.842 
9.82759 12.145 -0.599 -2.749 -6.422 -7.566 -8.208 -9.693 -11.017 -11.752 
10.34483 13.692 -0.271 -2.042 -6.197 -7.237 -8.046 -9.584 -10.738 -11.635 
10.86207 15.238 3.884 -1.254 -4.855 -6.202 -7.615 -8.988 -10.568 -11.472 
11.37931 16.785 4.957 2.015 -4.854 -6.004 -7.061 -8.833 -10.166 -11.188 
11.89655 18.331 6.031 3.368 -4.255 -5.995 -6.969 -8.571 -10.032 -10.929 
12.41379 19.877 7.104 4.721 -3.341 -5.470 -5.863 -8.041 -9.705 -10.594 
12.93103 21.424 8.178 6.073 -1.442 -4.129 -5.232 -7.654 -9.097 -10.197 
13.44828 22.970 9.251 7.426 -1.352 -4.081 -4.615 -7.296 -8.589 -10.084 
13.96552 24.517 10.325 8.779 0.393 -3.204 -4.532 -6.911 -8.341 -9.832 
14.48276 26.063 11.398 10.132 1.442 -1.073 -2.344 -6.433 -7.983 -9.488 
15.00000 26.063 11.398 10.132 1.442 0.000 -2.095 -5.739 -7.613 -9.461 
