# t[days] Lbol[erg/s]
0.51724 3.83085e+40
1.03448 3.83085e+40
1.55172 1.25228e+40
2.06897 6.98319e+39
2.58621 4.60228e+39
3.10345 2.99944e+39
3.62069 2.05389e+39
4.13793 1.59091e+39
4.65517 1.23543e+39
5.17241 9.97441e+38
5.68966 8.33301e+38
6.20690 6.67505e+38
6.72414 5.61876e+38
7.24138 4.78962e+38
7.75862 4.14017e+38
8.27586 3.52226e+38
8.79310 3.11333e+38
9.31034 2.58160e+38
9.82759 2.36018e+38
10.34483 2.15775e+38
10.86207 1.97268e+38
11.37931 1.80348e+38
11.89655 1.64880e+38
12.41379 1.50738e+38
12.93103 1.37809e+38
13.44828 1.25989e+38
13.96552 1.15183e+38
14.48276 1.05304e+38
15.00000 9.62720e+37
