# t[days] Lbol[erg/s]
0.51724 3.16214e+40
1.03448 8.74188e+40
1.55172 8.74188e+40
2.06897 8.29276e+40
2.58621 6.06255e+40
3.10345 4.31968e+40
3.62069 3.03116e+40
4.13793 2.41319e+40
4.65517 1.76571e+40
5.17241 1.33677e+40
5.68966 1.09366e+40
6.20690 9.43969e+39
6.72414 7.59560e+39
7.24138 6.68258e+39
7.75862 5.93078e+39
8.27586 4.93393e+39
8.79310 4.77748e+39
9.31034 4.10443e+39
9.82759 3.68647e+39
10.34483 3.31107e+39
10.86207 2.97390e+39
11.37931 2.67106e+39
11.89655 2.39906e+39
12.41379 2.15476e+39
12.93103 1.93534e+39
13.44828 1.73826e+39
13.96552 1.56125e+39
14.48276 1.40226e+39
15.00000 1.25947e+39
