# t[days] u g r i z y J H K
0.51724 -13.432 -13.989 -14.210 -14.105 -14.457 -14.741 -13.794 -13.823 -13.705 
1.03448 -13.553 -14.903 -15.382 -15.636 -15.979 -15.795 -15.436 -14.033 -14.341 
1.55172 -13.553 -14.903 -15.382 -16.018 -16.221 -16.171 -16.238 -16.035 -15.158 
2.06897 -12.796 -14.344 -15.345 -16.018 -16.221 -16.361 -16.375 -16.121 -15.778 
2.58621 -11.852 -13.546 -14.965 -15.840 -16.207 -16.361 -16.375 -16.208 -15.980 
3.10345 -11.119 -12.983 -14.502 -15.481 -15.916 -16.170 -16.370 -16.208 -16.065 
3.62069 -10.287 -12.158 -14.011 -15.212 -15.695 -15.986 -16.267 -16.149 -16.065 
4.13793 -9.380 -11.850 -13.538 -14.723 -15.375 -15.667 -16.013 -16.039 -15.884 
4.65517 -8.379 -11.098 -13.026 -14.237 -14.871 -15.366 -15.719 -15.924 -15.816 
5.17241 -7.535 -10.125 -12.369 -13.805 -14.634 -15.118 -15.570 -15.761 -15.781 
5.68966 -6.655 -10.102 -11.898 -13.435 -14.248 -14.739 -15.192 -15.532 -15.573 
6.20690 -5.937 -8.946 -11.326 -13.062 -13.916 -14.261 -14.887 -15.312 -15.386 
6.72414 -4.838 -8.027 -10.942 -12.557 -13.549 -13.995 -14.692 -15.069 -15.137 
7.24138 -4.004 -7.621 -10.560 -12.123 -13.137 -13.611 -14.477 -14.858 -15.088 
7.75862 -3.179 -6.968 -9.885 -11.683 -12.875 -13.408 -14.263 -14.680 -14.960 
8.27586 -2.539 -6.443 -9.658 -11.404 -12.386 -13.051 -14.005 -14.542 -14.774 
8.79310 -1.419 -5.490 -9.029 -11.042 -12.080 -12.861 -13.729 -14.263 -14.614 
9.31034 -0.769 -5.370 -8.606 -10.644 -11.765 -12.562 -13.542 -14.209 -14.432 
9.82759 0.273 -4.602 -7.975 -10.417 -11.452 -12.222 -13.351 -13.926 -14.284 
10.34483 1.128 -4.169 -7.459 -10.014 -11.145 -11.941 -13.068 -13.860 -14.078 
10.86207 1.984 -4.169 -7.249 -9.652 -10.939 -11.636 -12.857 -13.638 -14.072 
11.37931 2.839 -4.169 -6.796 -9.525 -10.595 -11.252 -12.604 -13.464 -13.928 
11.89655 3.694 -1.821 -6.342 -9.272 -10.442 -11.108 -12.384 -13.256 -13.836 
12.41379 4.549 -1.821 -6.280 -8.581 -10.125 -10.811 -12.180 -13.062 -13.721 
12.93103 5.405 -1.821 -5.716 -7.960 -9.650 -10.492 -11.843 -12.958 -13.517 
13.44828 6.260 -1.707 -5.234 -7.726 -9.560 -10.467 -11.721 -12.700 -13.466 
13.96552 7.115 -1.038 -4.749 -7.562 -9.179 -10.014 -11.654 -12.672 -13.311 
14.48276 7.971 2.314 -4.018 -6.937 -8.767 -9.733 -11.211 -12.366 -13.053 
15.00000 7.971 2.314 -3.723 -6.671 -8.537 -9.311 -10.942 -12.273 -12.948 
