# t[days] Lbol[erg/s]
0.51724 1.25597e+39
1.03448 2.03984e+40
1.55172 3.64873e+40
2.06897 3.64873e+40
2.58621 3.18287e+40
3.10345 2.02127e+40
3.62069 1.44787e+40
4.13793 1.16993e+40
4.65517 9.00707e+39
5.17241 7.45894e+39
5.68966 6.35627e+39
6.20690 5.03194e+39
6.72414 4.41184e+39
7.24138 4.17002e+39
7.75862 3.25725e+39
8.27586 2.72223e+39
8.79310 2.35977e+39
9.31034 2.20266e+39
9.82759 2.15796e+39
10.34483 1.97341e+39
10.86207 1.80464e+39
11.37931 1.65030e+39
11.89655 1.50917e+39
12.41379 1.38010e+39
12.93103 1.26208e+39
13.44828 1.15414e+39
13.96552 1.05544e+39
14.48276 9.65176e+38
15.00000 8.82633e+38
